date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_834,Gap_Up_aVWAP_720,Gap_Up_aVWAP_714,Gap_Up_aVWAP_690,Gap_Up_aVWAP_654,Gap_Up_aVWAP_624,Gap_Up_aVWAP_606,Gap_Up_aVWAP_564,Gap_Up_aVWAP_558,Gap_Down_aVWAP_882,Gap_Down_aVWAP_822,Gap_Down_aVWAP_816,Gap_Down_aVWAP_792,Gap_Down_aVWAP_780,Gap_Down_aVWAP_738,Gap_Down_aVWAP_726,Gap_Down_aVWAP_684,Gap_Down_aVWAP_672,Gap_Down_aVWAP_666,aVWAP_OB_bull_390,aVWAP_OB_bear_786,aVWAP_OB_bear_636,aVWAP_OB_bear_240,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,922.04,923.92,917.91,923.43,9753.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,902.52,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9753.0,False,False,False,False
2025-01-06 16:00:00+00:00,923.99,927.41,923.045,926.36,7601.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,7601.0,117.84496124031007,False,False,False,False,9719.635658914727,False,False,False,False
2025-01-06 17:00:00+00:00,925.88,925.88,922.745,922.955,7290.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.11306277156353,-16.10428029952763,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,311.0,120.83961300402619,False,False,False,False,9681.966889009072,False,False,False,False
2025-01-06 18:00:00+00:00,923.01,923.68,920.6,921.425,6116.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.3052608580275,-16.10428029952763,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-5805.0,28.96613063187074,False,False,False,False,9626.680580652343,False,False,False,False
2025-01-06 19:00:00+00:00,921.26,922.91,920.33,921.695,7288.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.70240215184482,-16.10428029952763,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,1483.0,51.509291397268086,False,False,False,False,9590.421966998818,False,False,False,False
2025-01-06 20:00:00+00:00,921.53,923.39,919.98,922.335,10225.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.44763071739874,-16.10428029952763,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,11708.0,232.23007757715538,False,False,False,False,9600.260386115116,False,False,False,False
2025-01-07 15:00:00+00:00,929.11,929.11,916.31,919.32,8365.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.60700035671663,-16.10428029952763,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,3343.0,280.4590686224708,False,False,False,False,9581.109062299378,False,False,False,False
2025-01-07 16:00:00+00:00,919.54,920.2,917.47,918.04,6181.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04793027350494,-16.10428029952763,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2838.0,232.1108660081689,False,False,False,False,9528.394193116443,False,False,False,False
2025-01-07 17:00:00+00:00,917.62,920.62,917.56,919.93,4464.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.544886112932815,-16.10428029952763,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,1626.0,253.72155025610428,False,False,False,False,9449.87645368828,False,False,False,False
2025-01-07 18:00:00+00:00,920.54,923.48,920.39,922.15,5075.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.02295851639697,-16.10428029952763,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,6701.0,353.67935567849025,False,False,False,False,9382.048911770633,False,False,False,False
