date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_894,Gap_Up_aVWAP_888,Gap_Up_aVWAP_846,Gap_Up_aVWAP_840,Gap_Up_aVWAP_834,Gap_Up_aVWAP_804,Gap_Up_aVWAP_756,Gap_Up_aVWAP_750,Gap_Up_aVWAP_684,Gap_Up_aVWAP_678,Gap_Down_aVWAP_882,Gap_Down_aVWAP_870,Gap_Down_aVWAP_864,Gap_Down_aVWAP_858,Gap_Down_aVWAP_852,Gap_Down_aVWAP_828,Gap_Down_aVWAP_786,Gap_Down_aVWAP_780,Gap_Down_aVWAP_768,Gap_Down_aVWAP_744,aVWAP_OB_bull_393,aVWAP_OB_bull_234,aVWAP_OB_bear_849,aVWAP_OB_bear_688,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,49.675,49.83,49.635,49.725,10967.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,10967.0,False,False,False,False
2025-01-06 16:00:00+00:00,49.725,49.855,49.695,49.845,5782.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5782.0,89.64341085271317,False,False,False,False,10886.612403100775,False,False,False,False
2025-01-06 17:00:00+00:00,49.845,49.855,49.72,49.765,7443.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428572,2.842170943040401e-14,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1661.0,62.50165254491917,False,False,False,False,10833.223063517817,False,False,False,False
2025-01-06 18:00:00+00:00,49.765,49.8,49.715,49.725,12029.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.49057896539912,2.842170943040401e-14,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-13690.0,-150.71542733949818,False,False,False,False,10851.762240827618,False,False,False,False
2025-01-06 19:00:00+00:00,49.725,49.745,49.695,49.72,16236.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.26668863586678,2.842170943040401e-14,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-29926.0,-612.347746295475,False,False,False,False,10935.23879523339,False,False,False,False
2025-01-06 20:00:00+00:00,49.725,49.74,49.705,49.73,11769.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.15573252491829,2.842170943040401e-14,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-18157.0,-884.3578587560103,False,False,False,False,10948.16532553985,False,False,False,False
2025-01-07 15:00:00+00:00,50.095,50.115,49.865,49.98,21541.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.39674865882427,2.842170943040401e-14,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3384.0,-818.1817679225837,False,False,False,False,11112.39532049272,False,False,False,False
2025-01-07 16:00:00+00:00,49.98,50.125,49.955,50.055,3604.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.37468234883349,2.842170943040401e-14,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,6988.0,-697.1556940013033,False,False,False,False,10995.986090717639,False,False,False,False
2025-01-07 17:00:00+00:00,50.055,50.13,50.025,50.065,9506.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.49936566103995,2.842170943040401e-14,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,16494.0,-430.6261483578723,False,False,False,False,10972.885531171629,False,False,False,False
2025-01-07 18:00:00+00:00,50.065,50.065,49.965,50.0,9470.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.92183760341901,2.842170943040401e-14,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7024.0,-315.0505491585254,False,False,False,False,10949.584980300751,False,False,False,False
