date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_876,Gap_Up_aVWAP_864,Gap_Up_aVWAP_852,Gap_Up_aVWAP_828,Gap_Up_aVWAP_774,Gap_Up_aVWAP_744,Gap_Up_aVWAP_720,Gap_Up_aVWAP_714,Gap_Up_aVWAP_702,Gap_Down_aVWAP_870,Gap_Down_aVWAP_858,Gap_Down_aVWAP_846,Gap_Down_aVWAP_798,Gap_Down_aVWAP_792,Gap_Down_aVWAP_786,Gap_Down_aVWAP_780,Gap_Down_aVWAP_738,Gap_Down_aVWAP_708,Gap_Down_aVWAP_672,aVWAP_OB_bear_831,aVWAP_OB_bear_744,aVWAP_OB_bear_318,aVWAP_OB_bear_78,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,116.49,116.49,115.51,115.81,5550.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5550.0,False,False,False,False
2025-01-10 16:00:00+00:00,115.57,115.62,115.105,115.23,2811.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2811.0,-43.58139534883721,False,False,False,False,5507.534883720929,False,False,False,False
2025-01-10 17:00:00+00:00,115.24,115.3,114.92,115.08,3281.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6092.0,-137.35532720389398,False,False,False,False,5473.014963043085,False,False,False,False
2025-01-10 18:00:00+00:00,115.07,115.7,115.07,115.49,1707.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,13.64476765684692,-37.719709108837776,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4385.0,-203.21028337127547,False,False,False,False,5414.627134158696,False,False,False,False
2025-01-10 19:00:00+00:00,115.47,115.47,114.61,114.67,8057.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,16.199381471749366,-36.23924273483639,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12442.0,-392.958961148465,False,False,False,False,5455.59415533453,False,False,False,False
2025-01-10 20:00:00+00:00,114.67,114.72,114.04,114.52,26717.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,17.26458215904814,-35.870471510180735,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-39159.0,-993.9828532236825,False,False,False,False,5785.228354476631,False,False,False,False
2025-01-13 15:00:00+00:00,114.52,114.52,114.52,114.52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,17.974715950580652,-35.55166380712392,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-39159.0,-1585.688545421765,False,False,False,False,5695.534891616528,False,False,False,False
2025-01-13 16:00:00+00:00,114.52,115.91,114.52,115.23,2218.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,27.846699678705413,-26.7762719581279,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-36941.0,-2133.8329090586367,False,False,False,False,5641.619621979063,False,False,False,False
2025-01-13 17:00:00+00:00,115.23,115.47,115.13,115.47,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,36.47906491876171,-19.5240431792463,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-35171.0,-2646.037050003464,False,False,False,False,5581.594511560783,False,False,False,False
2025-01-13 18:00:00+00:00,115.42,116.14,115.26,115.99,4252.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,45.664657979868835,-11.900172435481366,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-30919.0,-3084.3775608561236,False,False,False,False,5560.980643164491,False,False,False,False
