date,Open,High,Low,Close,Volume,aVWAP_OB_bull_415,aVWAP_OB_bull_394,aVWAP_OB_bull_382,aVWAP_OB_bull_349,aVWAP_OB_bull_331,aVWAP_OB_bull_128,aVWAP_OB_bear_334,aVWAP_OB_bear_319,aVWAP_OB_bear_310,aVWAP_OB_bear_149,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,12.295,12.295,11.505,12.1,79536.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,79536.0,False,False,False,False
2023-11-10 17:00:00+00:00,11.76,11.905,11.425,11.425,73608.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73608.0,-1141.2093023255813,False,False,False,False,79444.09302325582,False,False,False,False
2023-11-13 17:00:00+00:00,11.09,11.56,11.04,11.435,27821.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.5464480874316848,-50.81967213114753,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-45787.0,-1833.3921038399135,False,False,False,False,78643.7349918875,False,False,False,False
2023-11-14 17:00:00+00:00,11.15,11.43,11.08,11.285,18639.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.792335108047008,-50.543729003850565,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-64426.0,-2803.8201332377444,False,False,False,False,77713.42902302102,False,False,False,False
2023-11-15 17:00:00+00:00,11.12,11.38,11.04,11.365,36804.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,4.742238556879818,-46.91613742714889,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27622.0,-3188.598115668167,False,False,False,False,77079.17430948581,False,False,False,False
2023-11-16 17:00:00+00:00,10.89,11.035,10.815,10.935,23763.0,,,,,,,,,,,10.928333333333335,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,5.646560584106979,-46.24219216144722,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51385.0,-3935.8291526345515,False,False,False,False,76252.56695585037,False,False,False,False
2023-11-17 17:00:00+00:00,11.44,11.76,11.41,11.52,26882.0,,,,,,,,,,,11.414360038832395,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,18.14856669272,-35.06227768124965,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24503.0,-4254.700018485179,False,False,False,False,75487.13180924804,False,False,False,False
2023-11-20 17:00:00+00:00,11.46,11.57,11.39,11.47,13193.0,,,,,,,,,,,11.421926320037091,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,25.96881464365589,-28.74175939263445,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37696.0,-4773.169785640447,False,False,False,False,74521.3313160814,False,False,False,False
2023-11-21 17:00:00+00:00,11.4,11.4,11.135,11.2,21016.0,,,,,,,,,,,11.364146935180287,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,28.706791909837477,-27.048983875504646,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58712.0,-5609.430719196409,False,False,False,False,73691.79129567703,False,False,False,False
2023-11-22 17:00:00+00:00,11.035,11.33,10.995,11.0,11866.0,,,,,,,,,,,11.326233802866808,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,29.056805725405912,-27.048983875504646,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-70578.0,-6616.695359208867,False,False,False,False,72733.25189574405,False,False,False,False
2023-11-23 17:00:00+00:00,11.0,11.0,11.0,11.0,0.0,,,,,,,,,,,11.326233802866808,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,29.290148269118202,-27.016649890439552,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-70578.0,-7608.34349317462,False,False,False,False,71605.60457953096,False,False,False,False
2023-11-24 17:00:00+00:00,10.97,11.035,10.945,10.96,18190.0,,,,,,,,,,,11.263131340700838,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,29.130941597138417,-26.988991962229775,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-88768.0,-8866.632741342455,False,False,False,False,70777.45567132118,False,False,False,False
