date,Open,High,Low,Close,Volume,aVWAP_OB_bear_411,aVWAP_OB_bear_358,aVWAP_OB_bear_277,aVWAP_OB_bear_188,aVWAP_OB_bear_166,aVWAP_OB_bear_108,aVWAP_OB_bear_86,aVWAP_OB_bear_67,aVWAP_OB_bear_52,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,21.28,21.305,20.685,20.7,13903.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13903.0,False,False,False,False
2023-11-10 17:00:00+00:00,21.09,21.83,21.08,21.685,70683.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70683.0,1095.860465116279,False,False,False,False,14783.31007751938,False,False,False,False
2023-11-13 17:00:00+00:00,21.115,21.31,20.955,21.17,157243.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,87.65481422293253,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-86560.0,-263.1451234901749,False,False,False,False,16991.987440658613,False,False,False,False
2023-11-14 17:00:00+00:00,21.725,22.04,21.665,21.755,36247.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,83.39049917834953,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-50313.0,-1039.111865761645,False,False,False,False,17290.514767160028,False,False,False,False
2023-11-15 17:00:00+00:00,21.97,22.035,21.71,21.83,18395.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,80.91867364425306,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31918.0,-1517.8543174552628,False,False,False,False,17307.63856921956,False,False,False,False
2023-11-16 17:00:00+00:00,21.305,21.605,21.125,21.17,33330.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,71.55231997624223,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-65248.0,-2505.9185916032434,False,False,False,False,17556.047273572745,False,False,False,False
2023-11-17 17:00:00+00:00,21.59,21.77,21.475,21.77,38105.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,69.04528206543628,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27143.0,-2887.888845996991,False,False,False,False,17874.63568793596,False,False,False,False
2023-11-20 17:00:00+00:00,22.11,22.235,22.025,22.15,15254.0,,,,,,,,,,22.136666666666667,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,69.1099825169858,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11889.0,-3027.4409569117665,False,False,False,False,17834.005677270285,False,False,False,False
2023-11-21 17:00:00+00:00,21.485,21.605,21.29,21.29,18914.0,,,,,,,,,,21.726110493249045,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,62.93636786846947,6.791849780263853,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30803.0,-3458.0697792852275,False,False,False,False,17850.7497752971,False,False,False,False
2023-11-22 17:00:00+00:00,21.66,21.685,21.24,21.31,19692.0,,,,,,,,,,21.61114525312539,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,58.935881624647536,6.791849780263853,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11111.0,-3576.7198602265416,False,False,False,False,17879.296290408773,False,False,False,False
2023-11-23 17:00:00+00:00,21.31,21.31,21.31,21.31,0.0,,,,,,,,,,21.61114525312539,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,56.26889079543292,25.360869219598285,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11111.0,-3693.5304050292307,False,False,False,False,17602.09789830941,False,False,False,False
2023-11-24 17:00:00+00:00,21.77,21.8,21.38,21.38,10488.0,,,,,,,,,,21.596289602370447,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,54.98263297634202,22.452507710468467,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-623.0,-3645.9252824706377,False,False,False,False,17491.80180686275,False,False,False,False
2023-11-27 17:00:00+00:00,21.675,21.8,21.5,21.55,16121.0,,,,,,,,,,21.60037190305169,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,55.32930887417556,21.09690984709539,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15498.0,-3349.120239331558,False,False,False,False,17470.549065671075,False,False,False,False
2023-11-28 17:00:00+00:00,21.735,21.84,21.57,21.65,23073.0,,,,,,,,,,21.61960157874743,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,56.26159633889081,20.402266812193147,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,38571.0,-2699.1958945357196,False,False,False,False,17557.408770079273,False,False,False,False
2023-11-29 17:00:00+00:00,22.325,22.35,21.89,21.98,27578.0,,,,,,,,,,21.715033353670936,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,58.98794148957178,20.402266812193147,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,66149.0,-1631.7820046979564,False,False,False,False,17712.766773643933,False,False,False,False
2023-11-30 17:00:00+00:00,21.765,21.92,21.575,21.79,45685.0,,,,,,,,,,21.727083029326096,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,58.894110489870144,20.34377272641983,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,20464.0,-1289.2117410592284,False,False,False,False,18146.444808161083,False,False,False,False
2023-12-01 17:00:00+00:00,21.84,21.84,21.125,21.75,72491.0,,,,,,,,,,21.626778641989176,"rgba(38, 166, 154, 1.0)",0.0,0.0,,21.57166666666667,,58.427653060502635,18.59763508612167,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-52027.0,-2075.8441171668373,False,False,False,False,18988.996051445407,False,False,False,False
