date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_141,Gap_Up_aVWAP_139,Gap_Up_aVWAP_138,Gap_Up_aVWAP_136,Gap_Up_aVWAP_134,Gap_Up_aVWAP_127,Gap_Up_aVWAP_125,Gap_Up_aVWAP_121,Gap_Up_aVWAP_117,Gap_Up_aVWAP_115,Gap_Down_aVWAP_142,Gap_Down_aVWAP_135,Gap_Down_aVWAP_130,Gap_Down_aVWAP_129,Gap_Down_aVWAP_128,Gap_Down_aVWAP_119,Gap_Down_aVWAP_111,Gap_Down_aVWAP_107,Gap_Down_aVWAP_106,Gap_Down_aVWAP_89,aVWAP_OB_bull_1,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-26 17:00:00+00:00,13.9,13.985,13.785,13.985,1877.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1877.0,False,False,False,False
2023-12-27 17:00:00+00:00,13.875,13.91,13.675,13.71,826.0,,,,,,,,,,,,,,,,,,,,,13.764999999999999,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-826.0,-12.806201550387597,False,False,False,False,1860.7054263565892,False,False,False,False
2023-12-28 17:00:00+00:00,13.725,13.76,13.7,13.76,1222.0,,,,,,,,,,,,,,,,,,,,,13.7500830078125,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6603773584904875,-58.49056603773573,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,396.0,-6.468120906195541,False,False,False,False,1850.8030166456342,False,False,False,False
2023-12-29 17:00:00+00:00,13.85,13.97,13.85,13.95,1100.0,,,,,,,,,,,,,,,,,,,,,13.810621558661582,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.07339359655947,-44.0528136876246,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1496.0,16.825958487698962,False,False,False,False,1839.162659798415,False,False,False,False
2024-01-01 17:00:00+00:00,13.95,13.95,13.95,13.95,0.0,,,,,,,,,,,,,,,,,,,,,13.810621558661582,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.348737755272126,-34.82412454170887,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1496.0,39.75888936385867,False,False,False,False,1810.6485100340985,False,False,False,False
2024-01-02 17:00:00+00:00,14.25,14.39,14.25,14.265,1820.0,,,,,,,,,,,,,,,,,,,,,13.990513285024154,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.71556326933516,-21.91692629536293,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,3316.0,90.55332518767482,False,False,False,False,1810.793494374655,False,False,False,False
2024-01-03 17:00:00+00:00,14.185,14.255,14.185,14.22,701.0,,,,,,,,,,,,,,,,,,,,,14.0188904568707,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.55469240003799,-15.090571946481404,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2615.0,129.6920333243,False,False,False,False,1793.5873936866758,False,False,False,False
2024-01-04 17:00:00+00:00,14.165,14.175,14.165,14.165,405.0,,,,,,,,,,,,,,,,,,,,,14.028854955548239,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.75286773717367,-12.114579429564145,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2210.0,161.94487001694654,False,False,False,False,1772.0589069628513,False,False,False,False
2024-01-05 17:00:00+00:00,13.99,14.125,13.99,14.105,1135.0,,,,,,,,,,,,,,,,,,,,,14.03585772414112,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.83587015546572,-11.427376371371594,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1075.0,176.10076350505588,False,False,False,False,1762.1820246843577,False,False,False,False
2024-01-08 17:00:00+00:00,14.19,14.3,14.17,14.29,1891.0,,,,,,,,,,,,,,,,,,,,,14.081049633699633,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.509231802176394,-7.00413261872216,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2966.0,219.35501523365966,False,False,False,False,1764.179202596228,False,False,False,False
