date,Close,High,Low,Open,Volume,aVWAP_OB_bull_862,aVWAP_OB_bull_854,aVWAP_OB_bull_826,aVWAP_OB_bull_675,aVWAP_OB_bull_654,aVWAP_OB_bull_335,aVWAP_OB_bull_217,aVWAP_OB_bull_196,aVWAP_OB_bear_813,aVWAP_OB_bear_595,aVWAP_OB_bear_470,aVWAP_OB_bear_190,aVWAP_OB_bear_173,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,56.4118097161,56.581509587,55.822325954,56.1795888401,17189201,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,55.208164,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,17189201.0,False,False,False,False
2022-01-04 00:00:00+00:00,55.0363476046,56.4380896824,54.9105502386,56.1056252152,29682496,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29682496,-1164019.450980392,False,False,False,False,17679134.1372549,False,False,False,False
2022-01-05 00:00:00+00:00,54.1647515691,55.386783124,54.1377949906,54.9824344478,30317894,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-60000390,-3471328.099961553,False,False,False,False,18174771.77893118,False,False,False,False
2022-01-06 00:00:00+00:00,54.739825242,54.9285212909,53.8322871019,53.9131568372,19616649,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,7.6548523496107155,-42.983052012856845,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-40383741,-4918873.7038846295,False,False,False,False,18231315.983678978,False,False,False,False
2022-01-07 00:00:00+00:00,54.9285212909,55.2609857581,54.5151870885,54.6948976113,20152411,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,14.723600555046588,-36.928635732852335,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20231330,-5519362.1860852325,False,False,False,False,18306653.043142546,False,False,False,False
2022-01-10 00:00:00+00:00,55.5485225946,55.6159140406,54.3804041964,54.6904048482,24715338,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,24.574684211262763,-28.55697743265098,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4484008,-5127073.15917993,False,False,False,False,18557974.021842837,False,False,False,False
2022-01-11 00:00:00+00:00,56.0427265322,56.0966396891,55.2070726012,55.3463482564,22633648,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,34.10779021696253,-20.75868504566111,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27117656,-3862573.976466992,False,False,False,False,18717804.373927433,False,False,False,False
2022-01-12 00:00:00+00:00,55.8180883787,56.444828827,55.6384677112,56.0696831106,13405377,,,,,,,,,,,,,,55.96712830563333,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,39.15278604955332,-17.20365734370632,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13712279,-3173364.055821228,False,False,False,False,18509473.888675377,False,False,False,False
2022-01-13 00:00:00+00:00,55.2609857581,55.8450449572,55.0004055,55.7821462742,14871644,,,,,,,,,,,,,,55.65245774576474,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,39.76123058414197,-17.20365734370632,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1159365,-3094383.700690984,False,False,False,False,18366813.893041052,False,False,False,False
2022-01-14 00:00:00+00:00,55.1351883921,55.2609857581,54.7577962943,55.2360059954,18832053,,,,,,,,,,,,,,55.412151762999095,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,39.620216411655505,-17.20365734370632,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19991418,-3757012.4967423175,False,False,False,False,18385058.563902188,False,False,False,False
