date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_107,aVWAP_OB_bear_163,aVWAP_OB_bear_84,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.0301313392,11.1296054693,10.8508379169,10.9514747799,79630,,,,,,"rgba(38, 166, 154, 1.0)",1.0,11.318328,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,79630.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.0229596023,11.1520508663,10.7504336004,11.037303076,194341,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-194341,-14395.62962962963,False,False,False,False,88127.11111111112,False,False,False,False
2022-01-14 00:00:00+00:00,10.8938683382,11.0516465498,10.6858879684,11.037303076,97450,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-291791,-34943.434842249655,False,False,False,False,88817.69547325105,False,False,False,False
2022-01-21 00:00:00+00:00,10.1766946491,10.8866966013,10.1009611075,10.779120548,100214,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-392005,-61392.43966874968,False,False,False,False,89661.86617893615,False,False,False,False
2022-01-28 00:00:00+00:00,9.8037643307,10.0404316481,9.2443688532,9.9256838579,245344,,,,,9.696188277333333,"rgba(38, 166, 154, 1.0)",0.0,0.0,,9.696188277333333,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-637349,-104055.88858217563,False,False,False,False,101193.87609160756,False,False,False,False
2022-02-04 00:00:00+00:00,9.9328555948,10.3819497589,9.6818448036,9.7894208569,135152,,,,,9.80370543729029,"rgba(239, 83, 80, 1.0)",0.0,0.0,,9.80370543729029,,3.0424276181857284,-47.1239551421838,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-502197,-133547.82276127374,False,False,False,False,103709.2926774144,False,False,False,False
2022-02-11 00:00:00+00:00,10.2914424393,10.513766283,9.8754816996,9.9328555948,186978,,,,,9.94314350138076,"rgba(239, 83, 80, 1.0)",0.0,0.0,,9.94314350138076,,11.359199632217145,-39.386793667946876,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-315219,-147004.9470011794,False,False,False,False,109877.34507168,False,False,False,False
2022-02-18 00:00:00+00:00,9.8761737093,10.3925513475,9.8292302877,10.1614452717,136114,,,,,9.960459501710712,"rgba(239, 83, 80, 1.0)",0.0,0.0,,9.960459501710712,,15.187521512450449,-36.19994131475393,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-451333,-169547.76574183276,False,False,False,False,111820.80099229631,False,False,False,False
2022-02-25 00:00:00+00:00,9.8942288715,9.9246337646,9.0781355412,9.8003420282,112426,,,,,9.773792346577657,"rgba(239, 83, 80, 1.0)",0.0,0.0,,9.773792346577657,,18.149867465679286,-33.8690446558075,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-338907,-182092.8942054007,False,False,False,False,111865.63054842252,False,False,False,False
2022-03-04 00:00:00+00:00,9.7786758336,9.9520053905,9.6270124713,9.8725626769,125726,,,,,9.805693027356725,"rgba(239, 83, 80, 1.0)",0.0,0.0,,9.805693027356725,,19.771156263504704,-32.78832795314989,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-464633,-203021.79093092657,False,False,False,False,112892.3245818727,False,False,False,False
2022-03-11 00:00:00+00:00,9.5692359524,9.782286866,9.2731312927,9.757009639,118306,,,,,9.757285084063096,"rgba(239, 83, 80, 1.0)",0.0,0.0,,9.757285084063096,,20.13778877257154,-32.78832795314989,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-582939,-231163.80641752458,False,False,False,False,113293.33757580805,False,False,False,False
2022-03-18 00:00:00+00:00,9.9840241267,10.0422400108,9.3218184448,9.5983438944,97255,,,,,9.767651698369153,"rgba(239, 83, 80, 1.0)",0.0,0.0,,9.767651698369153,,24.86325315635696,-28.604047076330808,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-485684,-250017.15409030052,False,False,False,False,112105.31257019263,False,False,False,False
2022-03-25 00:00:00+00:00,10.624398852,10.6753377507,9.8967003005,10.0276860398,145908,,,,,9.885306780049778,"rgba(239, 83, 80, 1.0)",0.0,0.0,,9.885306780049778,,32.70035945942113,-21.53479704135443,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-339776,-256665.95749101898,False,False,False,False,114609.21534277096,False,False,False,False
2022-04-01 00:00:00+00:00,10.6898917217,10.8572623885,10.2823805328,10.5880139245,92749,,,,,10.175843986537688,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.175843986537688,,38.656941292702236,-16.42568141201098,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-247027,-255951.9606398324,False,False,False,False,112989.94013219532,False,False,False,False
2022-04-08 00:00:00+00:00,10.5734599534,10.8020300685,10.325023668,10.4934131128,133469,,,,,10.217839350512714,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.217839350512714,,42.18145027719757,-13.66334434523386,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-380496,-265177.44503688184,False,False,False,False,114506.90752981047,False,False,False,False
2022-04-15 00:00:00+00:00,10.4942873796,10.8167375505,10.3220696747,10.5734599534,79601,,,,,10.237424433171975,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.237424433171975,,44.20937973541807,-12.238530237787309,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-460097,-279615.9305897054,False,False,False,False,111921.28474982451,False,False,False,False
