date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_834,Gap_Up_aVWAP_828,Gap_Up_aVWAP_768,Gap_Up_aVWAP_738,Gap_Up_aVWAP_732,Gap_Up_aVWAP_702,Gap_Up_aVWAP_540,Gap_Up_aVWAP_462,Gap_Up_aVWAP_456,Gap_Up_aVWAP_438,Gap_Down_aVWAP_876,Gap_Down_aVWAP_870,Gap_Down_aVWAP_780,Gap_Down_aVWAP_756,Gap_Down_aVWAP_744,Gap_Down_aVWAP_684,Gap_Down_aVWAP_570,Gap_Down_aVWAP_563,Gap_Down_aVWAP_534,Gap_Down_aVWAP_522,aVWAP_OB_bull_821,aVWAP_OB_bull_700,aVWAP_OB_bull_401,aVWAP_OB_bear_858,aVWAP_OB_bear_53,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,2.895,2.945,2.815,2.825,3647.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3647.0,False,False,False,False
2025-01-06 16:00:00+00:00,2.825,2.845,2.815,2.835,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1431.0,22.186046511627907,False,False,False,False,3612.6434108527133,False,False,False,False
2025-01-06 17:00:00+00:00,2.835,2.84,2.81,2.83,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,8.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,831.0,34.725797728501895,False,False,False,False,3565.9357610720513,False,False,False,False
2025-01-06 18:00:00+00:00,2.835,2.845,2.815,2.83,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,8.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,831.0,47.07113419782745,False,False,False,False,3524.1228035360505,False,False,False,False
2025-01-06 19:00:00+00:00,2.83,2.875,2.81,2.84,7203.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.38805319380859,8.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8034.0,170.89948870638827,False,False,False,False,3581.1596592951814,False,False,False,False
2025-01-06 20:00:00+00:00,2.84,2.85,2.82,2.83,2219.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.20142903106635,8.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5815.0,258.40492299001016,False,False,False,False,3560.040904887504,False,False,False,False
2025-01-07 15:00:00+00:00,2.975,2.995,2.92,2.995,5707.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.69897007497067,8.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,11522.0,433.03430402892474,False,False,False,False,3593.327092408628,False,False,False,False
2025-01-07 16:00:00+00:00,2.995,3.015,2.96,2.985,8317.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.95546795739297,8.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3205.0,476.01051636956157,False,False,False,False,3666.5623312860134,False,False,False,False
2025-01-07 17:00:00+00:00,2.985,3.01,2.97,2.99,4435.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.24338853033811,11.218767008804782,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7640.0,587.0801207669326,False,False,False,False,3678.4760935916565,False,False,False,False
2025-01-07 18:00:00+00:00,2.985,3.015,2.97,2.985,2586.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.78905372474887,13.682460123561953,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5054.0,656.334692537988,False,False,False,False,3661.5384797375223,False,False,False,False
