date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_846,Gap_Up_aVWAP_829,Gap_Up_aVWAP_822,Gap_Up_aVWAP_762,Gap_Up_aVWAP_720,Gap_Up_aVWAP_702,Gap_Up_aVWAP_696,Gap_Up_aVWAP_630,Gap_Up_aVWAP_618,Gap_Up_aVWAP_576,Gap_Down_aVWAP_888,Gap_Down_aVWAP_882,Gap_Down_aVWAP_864,Gap_Down_aVWAP_852,Gap_Down_aVWAP_834,Gap_Down_aVWAP_804,Gap_Down_aVWAP_774,Gap_Down_aVWAP_750,Gap_Down_aVWAP_732,Gap_Down_aVWAP_726,aVWAP_OB_bull_806,aVWAP_OB_bear_851,aVWAP_OB_bear_581,aVWAP_OB_bear_1,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-26 15:00:00+00:00,80.1,80.3,79.855,80.23,300.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,300.0,False,False,False,False
2025-02-26 16:00:00+00:00,80.23,80.32,79.74,79.9,670.0,,,,,,,,,,,,,,,,,,,,,,,,79.98666666666668,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,-1.0,80.32,79.74,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-670.0,-10.387596899224807,False,False,False,False,305.73643410852713,False,False,False,False
2025-02-26 17:00:00+00:00,79.9,79.9,79.12,79.22,780.0,,,,,,,,,,,,,,,,,,,,,,,,79.67825287356322,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1450.0,-32.7071690403221,False,False,False,False,313.08935761072047,False,False,False,False
2025-02-26 18:00:00+00:00,79.27,79.27,78.575,78.64,967.0,,,,,,,,,,,,,,,,,,,,,,,,79.33821472900291,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2417.0,-69.67294936527834,False,False,False,False,323.22750710512787,False,False,False,False
2025-02-26 19:00:00+00:00,78.65,78.92,78.495,78.495,1287.0,,,,,,,,,,,,,,,,,,,,,,,,79.0944532937365,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3704.0,-126.01910518907248,False,False,False,False,338.1697162972964,False,False,False,False
2025-02-26 20:00:00+00:00,78.495,78.73,78.405,78.52,3255.0,,,,,,,,,,,,,,,,,,,,,,,,78.84057048426499,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6431214237947481,-49.421190718584725,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-449.0,-131.02656092257521,False,False,False,False,383.3918912384236,False,False,False,False
2025-02-27 15:00:00+00:00,78.47,78.65,78.185,78.315,1268.0,,,,,,,,,,,,,,,,,,,,,,,,78.77009805113245,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9746985825013673,-49.161358561176456,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1717.0,-155.6152964121477,False,False,False,False,397.10674563782794,False,False,False,False
2025-02-27 16:00:00+00:00,78.32,78.94,78.25,78.59,984.0,,,,,,,,,,,,,,,,,,,,,,,,78.75121448992147,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.283740835635701,-43.523695048439386,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-733.0,-164.56699724296712,False,False,False,False,406.2058658604973,False,False,False,False
2025-02-27 17:00:00+00:00,78.495,78.76,78.35,78.53,1146.0,,,,,,,,,,,,,,,,,,,,,,,,78.72858131376525,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.200598308796312,-40.39590828108608,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1879.0,-191.1473538748591,False,False,False,False,417.6755423587841,False,False,False,False
2025-02-27 18:00:00+00:00,78.53,78.93,78.365,78.9,837.0,,,,,,,,,,,,,,,,,,,,,,,,78.72881201238759,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.078265165398033,-32.847153098265906,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1042.0,-204.33886776827214,False,False,False,False,424.1766967408185,False,False,False,False
