date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_840,Gap_Up_aVWAP_828,Gap_Up_aVWAP_816,Gap_Up_aVWAP_756,Gap_Up_aVWAP_707,Gap_Up_aVWAP_528,Gap_Up_aVWAP_516,Gap_Up_aVWAP_384,Gap_Up_aVWAP_318,Gap_Down_aVWAP_768,Gap_Down_aVWAP_654,Gap_Down_aVWAP_579,Gap_Down_aVWAP_524,Gap_Down_aVWAP_498,Gap_Down_aVWAP_456,Gap_Down_aVWAP_438,Gap_Down_aVWAP_372,Gap_Down_aVWAP_366,Gap_Down_aVWAP_348,aVWAP_OB_bull_811,aVWAP_OB_bear_737,aVWAP_OB_bear_541,aVWAP_OB_bear_454,aVWAP_OB_bear_318,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-08 15:00:00+00:00,4.06,4.125,4.06,4.085,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,4.085,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,417.0,False,False,False,False
2025-01-08 16:00:00+00:00,4.085,4.145,4.06,4.145,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,185.0,2.8682170542635657,False,False,False,False,413.40310077519376,False,False,False,False
2025-01-08 17:00:00+00:00,4.145,4.145,4.11,4.115,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.00000000000011,8.000000000000398,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,103.0,4.420647797608316,False,False,False,False,408.26506820503573,False,False,False,False
2025-01-08 18:00:00+00:00,4.115,4.25,4.115,4.165,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.83582089552256,8.000000000000398,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,532.0,12.600172637955474,False,False,False,False,408.5865400158104,False,False,False,False
2025-01-08 19:00:00+00:00,4.165,4.25,4.165,4.205,559.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.63315405448135,8.000000000000398,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1091.0,29.319549806359262,False,False,False,False,410.91853164347225,False,False,False,False
2025-01-08 20:00:00+00:00,4.205,4.21,4.15,4.21,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.68771799412299,9.466312517532778,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3115.0,77.15955678610563,False,False,False,False,435.9275466567517,False,False,False,False
2025-01-09 15:00:00+00:00,4.21,4.21,4.21,4.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.72409395388408,11.906390213488606,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3115.0,124.25785823128228,False,False,False,False,429.1689800419183,False,False,False,False
2025-01-09 16:00:00+00:00,4.21,4.21,4.21,4.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.74834459372481,14.37929305012571,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3115.0,170.6259534525027,False,False,False,False,422.51519740560946,False,False,False,False
2025-01-09 17:00:00+00:00,4.21,4.21,4.21,4.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.76451168695196,16.77574290172379,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3115.0,216.2751634764949,False,False,False,False,415.9645741900186,False,False,False,False
2025-01-09 18:00:00+00:00,4.21,4.21,4.21,4.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7752897491034,19.028374874426603,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3115.0,261.21663381019266,False,False,False,False,409.51551102428186,False,False,False,False
