date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_174,Gap_Up_aVWAP_162,Gap_Up_aVWAP_144,Gap_Up_aVWAP_126,Gap_Up_aVWAP_114,Gap_Up_aVWAP_102,Gap_Up_aVWAP_84,Gap_Up_aVWAP_78,Gap_Down_aVWAP_156,Gap_Down_aVWAP_138,Gap_Down_aVWAP_132,Gap_Down_aVWAP_54,Gap_Down_aVWAP_30,Gap_Down_aVWAP_24,aVWAP_OB_bear_131,aVWAP_OB_bear_4,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,6.64,6.685,6.625,6.645,56311.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,56311.0,False,False,False,False
2025-03-28 15:00:00+00:00,6.645,6.675,6.635,6.645,39121.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,56044.48837209302,False,False,False,False
2025-03-28 16:00:00+00:00,6.645,6.655,6.625,6.625,33515.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-33515.0,-519.6124031007752,False,False,False,False,55695.19397872724,False,False,False,False
2025-03-28 17:00:00+00:00,6.625,6.64,6.605,6.64,54932.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.254237288135593,-72.88135593220339,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,21417.0,-179.50988522324377,False,False,False,False,55683.36151394077,False,False,False,False
2025-03-28 18:00:00+00:00,6.635,6.685,6.635,6.65,49997.0,,,,,,,,,,,,,,,,6.656666666666667,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,-1.0,6.685,6.635,0.0,0.0,0.0,0.0,0.0,30.043308560124352,-58.045768058599954,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,71414.0,930.4670122220778,False,False,False,False,55595.200870313776,False,False,False,False
2025-03-28 19:00:00+00:00,6.645,6.66,6.615,6.64,93461.0,,,,,,,,,,,,,,,,6.64472274115072,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.46531954033814,-51.612624486625165,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22047.0,574.2272135829758,False,False,False,False,56182.26752348721,False,False,False,False
2025-03-31 14:00:00+00:00,6.605,6.665,6.605,6.615,42130.0,,,,,,,,,,,,,,,,6.641002210990654,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12558528079704,-51.612624486625165,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-64177.0,-429.6677819764502,False,False,False,False,55964.40291071996,False,False,False,False
2025-03-31 15:00:00+00:00,6.615,6.655,6.6,6.605,31875.0,,,,,,,,,,,,,,,,6.637923777071655,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.163296898217,-51.612624486625165,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-96052.0,-1912.1845605504586,False,False,False,False,55590.923795825074,False,False,False,False
2025-03-31 16:00:00+00:00,6.605,6.655,6.585,6.635,38187.0,,,,,,,,,,,,,,,,6.635993324206272,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.59724060167673,-44.101120905846386,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-57865.0,-2779.6700712395987,False,False,False,False,55321.09551992081,False,False,False,False
2025-03-31 17:00:00+00:00,6.635,6.655,6.605,6.615,33049.0,,,,,,,,,,,,,,,,6.634734856488361,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.59171916417983,-40.596611491959976,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-90914.0,-4146.093791065341,False,False,False,False,54975.79171341041,False,False,False,False
