date,Open,High,Low,Close,Volume,aVWAP_OB_bull_444,aVWAP_OB_bull_407,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,15.515,15.53,15.345,15.48,10068.0,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,10068.0,False,False,False,False
2023-11-09 17:00:00+00:00,15.605,15.705,15.46,15.495,2411.0,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2411.0,37.37984496124031,False,False,False,False,9949.286821705426,False,False,False,False
2023-11-10 17:00:00+00:00,15.84,15.935,15.77,15.845,3889.0,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6300.0,134.47473108587224,False,False,False,False,9855.328886485186,False,False,False,False
2023-11-13 17:00:00+00:00,16.075,16.095,15.975,16.075,1800.0,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8100.0,257.9712468829905,False,False,False,False,9730.440066539677,False,False,False,False
2023-11-14 17:00:00+00:00,16.195,16.205,15.945,16.02,3740.0,,,16.05666666666667,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,96.64545762584241,46.98091186325817,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4360.0,321.5685918925565,False,False,False,False,9637.565026748363,False,False,False,False
2023-11-15 17:00:00+00:00,15.885,15.9,15.67,15.73,2723.0,,,15.93448347000877,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,83.20276329124621,35.08375950457105,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1637.0,341.9628772895711,False,False,False,False,9530.362468194126,False,False,False,False
2023-11-16 17:00:00+00:00,15.035,15.08,14.845,14.995,2026.0,,,15.33921349197,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,64.55559932250395,19.215218948751826,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-389.0,330.63011950213587,False,False,False,False,9414.015763260883,False,False,False,False
2023-11-17 17:00:00+00:00,15.5,15.635,15.475,15.59,3875.0,,,15.512332912243945,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.87489071755547,16.594515403519026,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3486.0,379.55058276566865,False,False,False,False,9328.139549876993,False,False,False,False
2023-11-20 17:00:00+00:00,16.06,16.11,15.91,15.93,32366.0,,,15.891049726955561,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.566391554667945,16.594515403519026,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35852.0,929.5110388468211,False,False,False,False,9685.315680886652,False,False,False,False
2023-11-21 17:00:00+00:00,15.885,15.995,15.85,15.965,6302.0,,,15.89712174313822,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.62563353150482,16.594515403519026,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42154.0,1568.65040258563,False,False,False,False,9632.861174206239,False,False,False,False
2023-11-22 17:00:00+00:00,15.36,15.845,15.335,15.775,9389.0,,,15.85671895749239,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,57.55952293850398,15.87089531349234,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32765.0,2052.314737429264,False,False,False,False,9629.080380807693,False,False,False,False
2023-11-23 17:00:00+00:00,15.775,15.775,15.775,15.775,0.0,,,15.85671895749239,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,56.182115876503424,14.379324086033407,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32765.0,2528.4804004148564,False,False,False,False,9479.792312888194,False,False,False,False
2023-11-24 17:00:00+00:00,15.65,15.71,15.57,15.585,1000.0,,,15.852671239851393,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,53.16196651690694,11.260236268122014,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31765.0,2981.7597740518354,False,False,False,False,9348.322664626361,False,False,False,False
2023-11-27 17:00:00+00:00,15.45,15.525,15.3,15.41,1495.0,,,15.698287883736306,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,49.436960193661925,7.5204791738313475,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30270.0,3404.833265927001,False,False,False,False,9226.565724089518,False,False,False,False
2023-11-28 17:00:00+00:00,15.77,15.825,15.66,15.69,2600.0,,,15.761355486326686,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,50.12458205703204,7.5204791738313475,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32870.0,3861.657556377745,False,False,False,False,9123.828271002858,False,False,False,False
2023-11-29 17:00:00+00:00,15.87,16.05,15.845,15.965,15987.0,,,15.889509574874873,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,53.062809342148604,7.5204791738313475,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48857.0,4559.259764805997,False,False,False,False,9230.234034243123,False,False,False,False
2023-11-30 17:00:00+00:00,15.485,15.85,15.445,15.45,21904.0,,,15.765917423385643,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,50.223260691966374,7.5204791738313475,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26953.0,4906.449535894276,False,False,False,False,9426.726529836253,False,False,False,False
