date,Close,High,Low,Open,Volume,aVWAP_peak_931,aVWAP_valley_948,aVWAP_valley_897,aVWAP_valley_885,aVWAP_valley_819,aVWAP_valley_759,aVWAP_valley_748,aVWAP_valley_746,aVWAP_valley_745,aVWAP_valley_725,aVWAP_valley_713,aVWAP_valley_670,aVWAP_valley_649,aVWAP_valley_629,aVWAP_valley_582,aVWAP_valley_557,aVWAP_valley_530,aVWAP_valley_511,aVWAP_valley_487,aVWAP_valley_459,aVWAP_valley_441,aVWAP_valley_420,aVWAP_valley_409,aVWAP_valley_370,aVWAP_valley_351,aVWAP_valley_300,aVWAP_valley_288,aVWAP_valley_251,aVWAP_valley_202,aVWAP_valley_186,aVWAP_valley_132,aVWAP_OB_bull_897,aVWAP_OB_bull_819,aVWAP_OB_bull_629,aVWAP_OB_bull_459,aVWAP_OB_bull_202,aVWAP_OB_bull_132,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,24.5466089346,24.61660214,24.4894163623,24.5345467996,31955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,31955.0,False,False,False,False
2022-01-04 00:00:00+00:00,24.374620941,24.4935191293,24.3543532719,24.4524914591,10804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10804,-423.6862745098039,False,False,False,False,31125.549019607843,False,False,False,False
2022-01-05 00:00:00+00:00,24.3187412542,24.5181357315,24.3129973803,24.4524914591,9312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20116,-1195.9338715878507,False,False,False,False,30270.11572472126,False,False,False,False
2022-01-06 00:00:00+00:00,24.3581278176,24.3942321674,24.2883807782,24.2883807782,25884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.651069790662575,-44.81985269189264,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5768,-922.8384256432291,False,False,False,False,30098.1111864969,False,False,False,False
2022-01-07 00:00:00+00:00,24.4442859251,24.5017246634,24.4040788082,24.5017246634,7409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.439129336407326,-34.328079763330095,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13177,-369.9035854219261,False,False,False,False,29208.342120359765,False,False,False,False
2022-01-10 00:00:00+00:00,24.4077712986,24.4442859251,24.3458195165,24.4114637889,20777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.67089118355708,-29.46674130149331,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7600,-653.4367781504781,False,False,False,False,28877.701252894676,False,False,False,False
2022-01-11 00:00:00+00:00,24.5305260879,24.5591634017,24.3458195165,24.3786416527,43193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.3308538103723,-20.559635342128637,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35593,767.9921151103249,False,False,False,False,29439.08551748704,False,False,False,False
2022-01-12 00:00:00+00:00,24.7066989039,24.7232740827,24.5755744698,24.5755744698,32638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.248310801661276,-10.716714420496032,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68231,3413.6002674589395,False,False,False,False,29564.533144252255,False,False,False,False
2022-01-13 00:00:00+00:00,24.61660214,24.6986574805,24.5757385805,24.6986574805,10373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.57835672340518,-7.994682784432243,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57858,5548.674766774275,False,False,False,False,28811.9240013404,False,False,False,False
2022-01-14 00:00:00+00:00,24.5427523336,24.6330132081,24.5099301974,24.6330132081,14159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.04737028839513,-7.994682784432243,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43699,7044.765952390971,False,False,False,False,28237.2995306996,False,False,False,False
2022-01-18 00:00:00+00:00,24.3622305846,24.5427523336,24.3294084484,24.5099301974,94711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.06811977236853,-7.994682784432243,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51012,4768.030032689365,False,False,False,False,30844.111313809422,False,False,False,False
2022-01-19 00:00:00+00:00,24.5901803204,24.5919855379,24.5099301974,24.5181357315,14411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.6106186440091,-7.994682784432243,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36601,3145.715129446645,False,False,False,False,30199.675576012974,False,False,False,False
2022-01-20 00:00:00+00:00,24.61660214,24.7232740827,24.61660214,24.6248076741,20367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.78289847880096,-7.994682784432243,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16234,2385.726300840894,False,False,False,False,29814.080455385014,False,False,False,False
2022-01-21 00:00:00+00:00,24.6403981888,24.6904519465,24.61660214,24.6904519465,26185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.67507354069673,-7.096574195866204,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9951,2682.4037008079176,False,False,False,False,29671.76357478168,False,False,False,False
2022-01-24 00:00:00+00:00,24.4418242649,24.5673689358,24.3704361186,24.5673689358,10324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.76218753310869,-7.096574195866204,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-373,2562.583947835058,False,False,False,False,28913.02774831965,False,False,False,False
2022-01-25 00:00:00+00:00,24.4730052942,24.4771246353,24.3864991318,24.3864991318,12360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.486153849392636,-7.096574195866204,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11987,2932.1688910572125,False,False,False,False,28263.889405248294,False,False,False,False
2022-01-26 00:00:00+00:00,24.2968622701,24.5595114567,24.279396264,24.5512727746,22169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.378589996933336,,45.757384289607145,-7.096574195866204,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10182,2417.8877580745766,False,False,False,False,28024.874134454243,False,False,False,False
2022-01-27 00:00:00+00:00,24.35181428,24.4359312246,24.3288283568,24.4112151782,82348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.373548511293578,,44.49284426139271,-7.096574195866204,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,72166,5153.1078459932205,False,False,False,False,30155.192795848194,False,False,False,False
2022-01-28 00:00:00+00:00,24.3834508194,24.3947378139,24.3041123104,24.3947378139,7181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.37272679409754,,44.35095504553886,-7.096574195866204,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,79347,8062.672244189565,False,False,False,False,29254.24405875611,False,False,False,False
