date,Open,High,Low,Close,Volume,aVWAP_peak_432,aVWAP_valley_390,aVWAP_valley_321,aVWAP_valley_295,aVWAP_valley_270,aVWAP_OB_bull_321,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-02-20 17:00:00+00:00,6.105,6.17,6.075,6.17,4362.0,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4362.0,False,False,False,False
2024-02-21 17:00:00+00:00,6.14,6.22,6.115,6.22,2774.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2774.0,43.007751937984494,False,False,False,False,4337.37984496124,False,False,False,False
2024-02-22 17:00:00+00:00,6.055,6.105,6.025,6.055,4046.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.74005305039786,-41.90981432360748,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1272.0,22.620034853674653,False,False,False,False,4332.862327985097,False,False,False,False
2024-02-23 17:00:00+00:00,6.1,6.265,6.085,6.2,4469.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.73102014481326,-41.90981432360748,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3197.0,71.83522811175722,False,False,False,False,4334.972989566723,False,False,False,False
2024-02-26 17:00:00+00:00,6.19,6.255,6.12,6.23,1854.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.09029851184505,-41.90981432360748,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5051.0,149.03158116428813,False,False,False,False,4296.508292054061,False,False,False,False
2024-02-27 17:00:00+00:00,6.13,6.175,6.07,6.075,3086.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.359624470114,-41.90981432360748,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1965.0,177.18613029352397,False,False,False,False,4277.740721634618,False,False,False,False
2024-02-28 17:00:00+00:00,6.01,6.035,5.925,5.93,2584.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.05156350493857,-41.90981432360748,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-619.0,164.84215928122126,False,False,False,False,4251.481175562763,False,False,False,False
2024-02-29 17:00:00+00:00,6.105,6.155,6.06,6.13,4752.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.87081882198572,-41.90981432360748,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4133.0,226.36398626910932,False,False,False,False,4259.241157336984,False,False,False,False
2024-03-01 17:00:00+00:00,6.98,7.035,6.81,6.845,10340.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.54225458387474,-36.71478475639576,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14473.0,447.2420640013712,False,False,False,False,4353.516488230984,False,False,False,False
2024-03-04 17:00:00+00:00,7.455,7.82,7.455,7.8,15629.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.4490127673698,-23.605232226536394,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30102.0,907.0057529315825,False,False,False,False,4528.330186087867,False,False,False,False
