date,Open,High,Low,Close,Volume,aVWAP_peak_874,aVWAP_valley_834,aVWAP_valley_754,aVWAP_valley_719,aVWAP_valley_702,aVWAP_valley_678,aVWAP_valley_630,aVWAP_valley_629,aVWAP_valley_628,aVWAP_valley_627,aVWAP_valley_626,aVWAP_valley_588,aVWAP_valley_561,aVWAP_valley_560,aVWAP_valley_559,aVWAP_valley_520,aVWAP_valley_519,aVWAP_valley_482,aVWAP_valley_455,aVWAP_valley_454,aVWAP_valley_439,aVWAP_valley_438,aVWAP_valley_401,aVWAP_OB_bull_834,aVWAP_OB_bull_588,aVWAP_OB_bull_455,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,1.45,1.45,1.41,1.415,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1.0,False,False,False,False
2025-01-06 16:00:00+00:00,1.415,1.42,1.4,1.41,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1600.0,-24.8062015503876,False,False,False,False,25.790697674418606,False,False,False,False
2025-01-06 17:00:00+00:00,1.41,1.415,1.405,1.405,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1601.0,-49.24331470464515,False,False,False,False,25.406345772489633,False,False,False,False
2025-01-06 18:00:00+00:00,1.405,1.41,1.395,1.395,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1602.0,-73.31706176348786,False,False,False,False,25.027952814776615,False,False,False,False
2025-01-06 19:00:00+00:00,1.395,1.415,1.385,1.415,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.33962264150944,-33.494339622641505,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1601.0,-97.00206855785238,False,False,False,False,24.65542641454752,False,False,False,False
2025-01-06 20:00:00+00:00,1.415,1.415,1.375,1.385,1601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.736480402658486,-31.537544996097928,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3202.0,-145.14157137090893,False,False,False,False,49.094877167810345,False,False,False,False
2025-01-07 15:00:00+00:00,1.375,1.41,1.365,1.405,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.32117908987179,-24.6019955678032,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2982.0,-189.1238725899646,False,False,False,False,51.744568994666,False,False,False,False
2025-01-07 16:00:00+00:00,1.4,1.405,1.365,1.365,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.127150027705735,-24.6019955678032,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3082.0,-233.9746652629884,False,False,False,False,52.49271521180296,False,False,False,False
2025-01-07 17:00:00+00:00,1.365,1.375,1.365,1.365,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.99779731959503,-24.6019955678032,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3082.0,-278.13009680929866,False,False,False,False,51.69437854185252,False,False,False,False
2025-01-07 18:00:00+00:00,1.365,1.37,1.365,1.365,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.91156218085456,-24.6019955678032,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3082.0,-321.6009480215576,False,False,False,False,50.892915308645506,False,False,False,False
