date,Open,High,Low,Close,Volume,aVWAP_peak_850,aVWAP_peak_831,aVWAP_peak_775,aVWAP_peak_734,aVWAP_peak_703,aVWAP_peak_649,aVWAP_peak_616,aVWAP_peak_583,aVWAP_peak_548,aVWAP_peak_521,aVWAP_peak_516,aVWAP_peak_492,aVWAP_peak_455,aVWAP_peak_438,aVWAP_peak_396,aVWAP_peak_382,aVWAP_peak_381,aVWAP_peak_366,aVWAP_peak_351,aVWAP_peak_311,aVWAP_peak_293,aVWAP_peak_257,aVWAP_peak_240,aVWAP_peak_150,aVWAP_peak_108,aVWAP_peak_77,aVWAP_valley_871,aVWAP_OB_bear_831,aVWAP_OB_bear_775,aVWAP_OB_bear_649,aVWAP_OB_bear_438,aVWAP_OB_bear_311,aVWAP_OB_bear_150,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,15.88,16.46,15.85,15.995,23602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,-1.0,16.46,15.85,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,23602.0,False,False,False,False
2025-01-10 16:00:00+00:00,15.995,16.01,15.355,15.52,13270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13270.0,-205.73643410852713,False,False,False,False,23441.81395348837,False,False,False,False
2025-01-10 17:00:00+00:00,15.52,15.52,14.9,14.975,12352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25622.0,-599.7870320293251,False,False,False,False,23269.878853434286,False,False,False,False
2025-01-10 18:00:00+00:00,14.97,15.01,14.79,14.995,12092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.7577883805781529,-49.31799045747966,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13530.0,-800.2554501373977,False,False,False,False,23096.578406094217,False,False,False,False
2025-01-10 19:00:00+00:00,14.995,15.32,14.91,14.99,21024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,1.2581662395133417,-48.91311768727268,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34554.0,-1323.5693191275154,False,False,False,False,23064.44540755012,False,False,False,False
2025-01-10 20:00:00+00:00,14.96,15.06,14.52,14.745,58210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,1.3964446499471648,-48.842939017596855,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92764.0,-2741.250414954996,False,False,False,False,23609.337726812908,False,False,False,False
2025-01-13 15:00:00+00:00,14.745,14.745,14.745,14.745,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,1.4886302569030467,-48.793980458719915,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92764.0,-4136.9519589091815,False,False,False,False,23243.30148298635,False,False,False,False
2025-01-13 16:00:00+00:00,14.745,14.745,12.375,12.58,8172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,1.1353783777649724,-48.53032483655265,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100936.0,-5637.712393654775,False,False,False,False,23009.637894102838,False,False,False,False
2025-01-13 17:00:00+00:00,12.66,12.75,12.28,12.315,12645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.8865977419750428,-48.73452019535286,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-113581.0,-7311.25173638881,False,False,False,False,22848.94583372915,False,False,False,False
2025-01-13 18:00:00+00:00,12.315,12.33,12.125,12.215,16289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.7158241850658162,-48.87483710180462,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-129870.0,-9211.387368382782,False,False,False,False,22747.241247159705,False,False,False,False
