date,Open,High,Low,Close,Volume,aVWAP_peak_861,aVWAP_peak_785,aVWAP_peak_758,aVWAP_peak_719,aVWAP_peak_663,aVWAP_peak_636,aVWAP_peak_617,aVWAP_peak_597,aVWAP_peak_557,aVWAP_peak_537,aVWAP_peak_494,aVWAP_peak_468,aVWAP_peak_408,aVWAP_peak_395,aVWAP_peak_363,aVWAP_peak_324,aVWAP_peak_184,aVWAP_peak_164,aVWAP_peak_119,aVWAP_peak_85,aVWAP_valley_834,aVWAP_valley_811,aVWAP_valley_772,aVWAP_valley_736,aVWAP_valley_695,aVWAP_valley_677,aVWAP_valley_650,aVWAP_valley_594,aVWAP_valley_546,aVWAP_valley_510,aVWAP_valley_480,aVWAP_valley_443,aVWAP_valley_389,aVWAP_OB_bull_811,aVWAP_OB_bear_663,aVWAP_OB_bear_184,aVWAP_OB_bear_85,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-08 15:00:00+00:00,69.785,70.26,69.46,70.19,10683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,10683.0,False,False,False,False
2025-01-08 16:00:00+00:00,70.19,70.43,70.0,70.25,9005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9005.0,139.6124031007752,False,False,False,False,10656.98449612403,False,False,False,False
2025-01-08 17:00:00+00:00,70.27,70.27,69.745,69.84,8017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.50359712230232,-53.237410071941866,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,988.0,152.76569917673217,False,False,False,False,10616.05450393606,False,False,False,False
2025-01-08 18:00:00+00:00,69.88,70.175,69.67,69.88,9676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,53.45048551322855,-53.237410071941866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10664.0,315.73057205771306,False,False,False,False,10601.480015502942,False,False,False,False
2025-01-08 19:00:00+00:00,69.88,70.19,69.79,69.87,9490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.92510290838232,-53.237410071941866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1174.0,329.0370748165082,False,False,False,False,10584.247767200572,False,False,False,False
2025-01-08 20:00:00+00:00,69.93,70.03,69.825,69.92,17609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.49246316430861,-53.237410071941866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18783.0,615.1450271449344,False,False,False,False,10693.158654530795,False,False,False,False
2025-01-09 15:00:00+00:00,69.92,69.92,69.92,69.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.537370001592805,-53.237410071941866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18783.0,896.8171972667183,False,False,False,False,10527.373249034194,False,False,False,False
2025-01-09 16:00:00+00:00,69.92,69.92,69.92,69.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.5673078931156,-53.237410071941866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18783.0,1174.1223569990173,False,False,False,False,10364.158159901881,False,False,False,False
2025-01-09 17:00:00+00:00,69.92,69.92,69.92,69.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.25393315413079,-53.237410071941866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18783.0,1447.128211929265,False,False,False,False,10203.473537267742,False,False,False,False
2025-01-09 18:00:00+00:00,69.92,69.92,69.92,69.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.37834999480759,-53.237410071941866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18783.0,1715.9014179458654,False,False,False,False,10045.280149093049,False,False,False,False
