date,Open,High,Low,Close,Volume,aVWAP_peak_846,aVWAP_valley_858,aVWAP_valley_831,aVWAP_valley_803,aVWAP_valley_765,aVWAP_valley_726,aVWAP_valley_682,aVWAP_valley_655,aVWAP_valley_624,aVWAP_valley_583,aVWAP_valley_506,aVWAP_valley_487,aVWAP_valley_450,aVWAP_valley_425,aVWAP_valley_391,aVWAP_valley_369,aVWAP_valley_368,aVWAP_valley_338,aVWAP_valley_263,aVWAP_valley_221,aVWAP_OB_bull_858,aVWAP_OB_bull_765,aVWAP_OB_bull_726,aVWAP_OB_bull_682,aVWAP_OB_bull_221,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,24.225,24.44,24.225,24.35,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,849.0,False,False,False,False
2025-02-13 16:00:00+00:00,24.35,24.37,24.26,24.31,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-204.0,-3.1627906976744184,False,False,False,False,838.9999999999999,False,False,False,False
2025-02-13 17:00:00+00:00,24.27,24.27,24.19,24.19,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-310.0,-7.919956733369388,False,False,False,False,827.6356589147285,False,False,False,False
2025-02-13 18:00:00+00:00,24.19,24.41,24.19,24.39,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.708029197080272,-32.262773722627756,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59.0,-6.882438024324902,False,False,False,False,820.5250285439574,False,False,False,False
2025-02-13 19:00:00+00:00,24.39,24.4,24.27,24.38,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.21237591901532,-22.19134342471103,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51.0,-7.566431233250096,False,False,False,False,809.5091366285471,False,False,False,False
2025-02-13 20:00:00+00:00,24.385,24.42,24.16,24.165,1371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.199393506909686,-22.19134342471103,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1422.0,-29.495633849788852,False,False,False,False,818.2144213319805,False,False,False,False
2025-02-14 15:00:00+00:00,24.89,24.89,24.63,24.63,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.85136405040808,-13.75294914005223,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1056.0,-45.41043022421073,False,False,False,False,811.2033450322598,False,False,False,False
2025-02-14 16:00:00+00:00,24.63,24.63,24.48,24.48,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.0901094906863,-10.79766755163989,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1079.0,-61.43507471685862,False,False,False,False,798.9831381325348,False,False,False,False
2025-02-14 17:00:00+00:00,24.48,24.48,24.39,24.41,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.47451997340718,-10.017603900692208,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1219.0,-79.38181774450422,False,False,False,False,788.7663452932707,False,False,False,False
2025-02-14 18:00:00+00:00,24.41,24.6,24.41,24.6,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,53.41012718517261,-6.482654427474195,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-968.0,-93.15884382598477,False,False,False,False,780.4288825755456,False,False,False,False
2025-02-14 19:00:00+00:00,24.6,24.6,24.46,24.52,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,54.35332392639421,-5.494487048539227,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-989.0,-107.04785399922531,False,False,False,False,768.654791372824,False,False,False,False
2025-02-14 20:00:00+00:00,24.52,24.52,24.33,24.34,715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,51.75107192425286,-5.494487048539227,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1704.0,-131.8068019992373,False,False,False,False,767.8229341422375,False,False,False,False
2025-02-17 15:00:00+00:00,24.34,24.34,24.34,24.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.01623725615863,-5.494487048539227,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1704.0,-156.18189034033438,False,False,False,False,755.9187026051485,False,False,False,False
2025-02-17 16:00:00+00:00,24.34,24.34,24.34,24.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.85968081076248,-5.494487048539227,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1704.0,-180.17907033505787,False,False,False,False,744.1990327973167,False,False,False,False
2025-02-17 17:00:00+00:00,24.34,24.34,24.34,24.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,48.08864318049837,-5.494487048539227,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1704.0,-203.80420102753757,False,False,False,False,732.661063296583,False,False,False,False
2025-02-17 18:00:00+00:00,24.34,24.34,24.34,24.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.57461809365564,-5.494487048539227,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1704.0,-227.06305062400983,False,False,False,False,721.3019770439229,False,False,False,False
2025-02-17 19:00:00+00:00,24.34,24.34,24.34,24.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.23193470242715,-5.494487048539227,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1704.0,-249.96129790115694,False,False,False,False,710.119000655645,False,False,False,False
2025-02-17 20:00:00+00:00,24.34,24.34,24.34,24.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.00347910827482,-5.494487048539227,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1704.0,-272.5045335926119,False,False,False,False,699.1094037462551,False,False,False,False
2025-02-18 15:00:00+00:00,24.46,24.56,24.34,24.4,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.91536074761486,-5.494487048539227,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1093.0,-285.22539353691246,False,False,False,False,697.7433664788713,False,False,False,False
2025-02-18 16:00:00+00:00,24.365,24.61,24.365,24.61,906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.12494729859357,-0.7264789558305083,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-187.0,-283.70251921851076,False,False,False,False,700.9721514947028,False,False,False,False
