date,Close,High,Low,Open,Volume,aVWAP_peak_936,aVWAP_peak_894,aVWAP_peak_882,aVWAP_peak_867,aVWAP_peak_866,aVWAP_peak_842,aVWAP_peak_809,aVWAP_peak_779,aVWAP_peak_766,aVWAP_peak_726,aVWAP_peak_693,aVWAP_peak_664,aVWAP_peak_636,aVWAP_peak_605,aVWAP_peak_569,aVWAP_peak_520,aVWAP_peak_497,aVWAP_peak_451,aVWAP_peak_436,aVWAP_peak_401,aVWAP_peak_362,aVWAP_peak_313,aVWAP_peak_268,aVWAP_peak_247,aVWAP_peak_219,aVWAP_peak_191,aVWAP_peak_175,aVWAP_peak_164,aVWAP_peak_108,aVWAP_valley_910,aVWAP_valley_890,aVWAP_valley_871,aVWAP_valley_819,aVWAP_OB_bull_910,aVWAP_OB_bear_936,aVWAP_OB_bear_809,aVWAP_OB_bear_726,aVWAP_OB_bear_636,aVWAP_OB_bear_219,aVWAP_OB_bear_108,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,31.8995481804,32.0858030188,30.5185366955,30.5730503067,2491492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2491492.0,False,False,False,False
2022-01-04 00:00:00+00:00,34.0346646208,34.0619214264,31.9722329954,32.1176026254,3290422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3290422,129036.15686274509,False,False,False,False,2522822.588235294,False,False,False,False
2022-01-05 00:00:00+00:00,33.6258125365,35.04861779,33.5031569112,34.5343727239,3694769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.2003514942228,26.801405976891203,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-404347,108119.17031910803,False,False,False,False,2568781.271049596,False,False,False,False
2022-01-06 00:00:00+00:00,34.5616295295,35.3066488832,33.6076413327,35.1431080495,3277925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,92.10061970030706,26.801405976891203,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2873578,216568.53618894692,False,False,False,False,2596590.829047651,False,False,False,False
2022-01-07 00:00:00+00:00,34.3526606864,35.1158512438,33.9710654077,34.9250536045,2177508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.6610327835667,26.801405976891203,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,696070,235372.5151619294,False,False,False,False,2580156.208300684,False,False,False,False
2022-01-10 00:00:00+00:00,34.6433999464,34.7160847614,33.7711821665,34.2799758714,2908577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.95267955472922,26.801405976891203,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3604647,367500.9263320498,False,False,False,False,2593035.4550339906,False,False,False,False
2022-01-11 00:00:00+00:00,35.7700145788,35.9608122181,34.2436334639,35.2430496701,3554285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.4107135236374,26.801405976891203,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7158932,633831.5566719695,False,False,False,False,2630731.515620893,False,False,False,False
2022-01-12 00:00:00+00:00,35.7427577732,36.4696059231,35.2430496701,36.2697226819,2826089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.48982089337423,26.801405976891203,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4332843,778890.8289593433,False,False,False,False,2638392.5934396815,False,False,False,False
2022-01-13 00:00:00+00:00,35.1885360588,36.4241779137,34.8977967989,36.042582635,3372925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.25751608836492,26.801405976891203,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,959918,785989.9337060357,False,False,False,False,2667197.7858538115,False,False,False,False
2022-01-14 00:00:00+00:00,37.5507925461,37.5553353471,35.034080827,35.1431080495,3858750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.85962169637126,26.801405976891203,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4818668,944134.1715999168,False,False,False,False,2713925.323663466,False,False,False,False
