date,Close,High,Low,Open,Volume,aVWAP_peak_37,aVWAP_valley_66,aVWAP_valley_50,aVWAP_valley_25,aVWAP_valley_24,aVWAP_OB_bull_25,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-05-08 00:00:00+00:00,16.9,19.45,16.7,18.5,3693277,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3693277.0,False,False,False,False
2025-05-09 00:00:00+00:00,17.25,18.06,16.11,17.59,824850,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,824850,32347.058823529413,False,False,False,False,3580789.666666667,False,False,False,False
2025-05-12 00:00:00+00:00,17.25,17.56,16.81,17.56,143210,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,824850,63425.60553633218,False,False,False,False,3445982.620915033,False,False,False,False
2025-05-13 00:00:00+00:00,17.41,17.48,16.93,17.2,86331,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,911181,96670.91512314268,False,False,False,False,3314231.5769575806,False,False,False,False
2025-05-14 00:00:00+00:00,17.25,17.325,17.0,17.24,75658,,,,,,,,,#000000,,,,90.61717951429279,41.399081221435054,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,835523,125645.50668694101,False,False,False,False,3187228.691586695,False,False,False,False
2025-05-15 00:00:00+00:00,16.7,17.25,16.445,17.25,188892,,,,,,,,,#000000,,,,72.01333927646797,24.86682880819049,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,646631,146076.31034627667,False,False,False,False,3069646.86054408,False,False,False,False
2025-05-16 00:00:00+00:00,16.43,16.72,16.3927,16.54,51798,,,,,,,,,#000000,,,,57.08408154052893,12.541014941434796,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,594833,163674.61190132465,False,False,False,False,2951299.846405097,False,False,False,False
2025-05-19 00:00:00+00:00,16.43,16.44,16.02,16.34,106654,,,,,,,,,#000000,,,,47.131243049902906,5.073945306379777,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,594833,180582.78398362565,False,False,False,False,2839745.107330387,False,False,False,False
2025-05-20 00:00:00+00:00,16.89,16.95,16.15,16.59,103077,,,,,,,,,#000000,,,,48.01235680263815,5.073945306379777,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,697910,200870.12578818935,False,False,False,False,2732424.7893958623,False,False,False,False
2025-05-21 00:00:00+00:00,16.67,16.9,16.34,16.61,31730,,,,,,,,,#000000,,,,46.274297888939685,5.073945306379777,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,666180,219117.57183571137,False,False,False,False,2626515.1898117107,False,False,False,False
