date,Close,High,Low,Open,Volume,aVWAP_peak_667,aVWAP_peak_646,aVWAP_peak_633,aVWAP_peak_613,aVWAP_peak_602,aVWAP_peak_594,aVWAP_peak_582,aVWAP_peak_568,aVWAP_peak_557,aVWAP_peak_550,aVWAP_peak_542,aVWAP_peak_533,aVWAP_peak_522,aVWAP_peak_516,aVWAP_peak_499,aVWAP_peak_490,aVWAP_peak_482,aVWAP_peak_470,aVWAP_peak_462,aVWAP_peak_445,aVWAP_peak_426,aVWAP_peak_415,aVWAP_peak_390,aVWAP_peak_386,aVWAP_peak_375,aVWAP_peak_365,aVWAP_peak_347,aVWAP_peak_337,aVWAP_peak_332,aVWAP_peak_323,aVWAP_peak_312,aVWAP_peak_306,aVWAP_peak_292,aVWAP_peak_282,aVWAP_peak_272,aVWAP_peak_259,aVWAP_peak_238,aVWAP_peak_231,aVWAP_peak_225,aVWAP_peak_219,aVWAP_peak_205,aVWAP_peak_189,aVWAP_peak_173,aVWAP_peak_162,aVWAP_peak_154,aVWAP_peak_128,aVWAP_peak_120,aVWAP_peak_107,aVWAP_peak_84,aVWAP_peak_63,aVWAP_valley_672,aVWAP_valley_651,aVWAP_valley_642,aVWAP_valley_625,aVWAP_valley_600,aVWAP_valley_577,aVWAP_valley_563,aVWAP_valley_551,aVWAP_valley_544,aVWAP_valley_537,aVWAP_valley_530,aVWAP_valley_524,aVWAP_valley_513,aVWAP_valley_494,aVWAP_valley_489,aVWAP_valley_477,aVWAP_valley_467,aVWAP_valley_460,aVWAP_OB_bull_672,aVWAP_OB_bull_467,aVWAP_OB_bull_369,aVWAP_OB_bear_602,aVWAP_OB_bear_390,aVWAP_OB_bear_63,aVWAP_OB_bear_1,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,28.7279525377,28.7279525377,28.5316861293,28.5316861293,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1736.0,False,False,False,False
2022-01-04 00:00:00+00:00,28.7019877161,28.9256011039,28.6995195772,28.7488823559,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.775702799066664,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,-1.0,28.925602,28.69952,0.0,0,,,False,False,False,False,,,False,False,False,False,-774,-30.352941176470587,False,False,False,False,1698.2745098039215,False,False,False,False
2022-01-05 00:00:00+00:00,27.7721904152,28.3737252373,27.7721904152,28.3737252373,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.267402165293547,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2109,-111.86851211072664,False,False,False,False,1684.0284505959246,False,False,False,False
2022-01-06 00:00:00+00:00,27.4680169724,27.5987296106,27.4062147734,27.5740482212,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.050993730651875,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2924,-222.14817830246284,False,False,False,False,1649.9489035137315,False,False,False,False
2022-01-07 00:00:00+00:00,27.3556672879,27.3556672879,27.3173617716,27.3173617716,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.79506511321433,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4579,-393.00511248668,False,False,False,False,1650.1469857288794,False,False,False,False
2022-01-10 00:00:00+00:00,26.9591854488,26.9591854488,26.4693092323,26.9027144299,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.69018723546922,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5116,-578.2205982715161,False,False,False,False,1606.4941627591195,False,False,False,False
2022-01-11 00:00:00+00:00,27.4090778145,27.4090778145,27.1544646016,27.1544646016,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.647193839745857,,,,"rgba(239, 83, 80, 0.5)",,,,8.411258423036916,-42.28967977888283,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4435,-729.466849319692,False,False,False,False,1570.2002740234677,False,False,False,False
2022-01-12 00:00:00+00:00,27.8473205645,27.8473205645,27.741881669,27.741881669,2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.70007961867285,,,,"rgba(239, 83, 80, 0.5)",,,,19.323090006050318,-32.754459629067036,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1700,-767.5269728757825,False,False,False,False,1615.8786946499984,False,False,False,False
2022-01-13 00:00:00+00:00,27.3632691558,27.662901223,27.3632691558,27.5839207769,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.67863667997106,,,,"rgba(239, 83, 80, 0.5)",,,,23.77962019781947,-29.56757740313484,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2549,-837.3886602139871,False,False,False,False,1585.8050203499984,False,False,False,False
2022-01-14 00:00:00+00:00,27.2872504765,27.2872504765,27.2872504765,27.2872504765,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.674835610540118,,,,"rgba(239, 83, 80, 0.5)",,,,26.377103252388856,-27.975273534917612,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2641,-908.1185166761836,False,False,False,False,1527.224431316665,False,False,False,False
2022-01-18 00:00:00+00:00,26.57692009,26.57692009,26.57692009,26.57692009,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.641786858309263,,,,"rgba(239, 83, 80, 0.5)",,,,25.366934815572048,-27.975273534917612,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2935,-987.6040650418236,False,False,False,False,1478.8626889120899,False,False,False,False
2022-01-19 00:00:00+00:00,26.3072018668,26.3072018668,26.3014757845,26.3014757845,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.61588893849776,,,,"rgba(239, 83, 80, 0.5)",,,,23.929754613320533,-27.975273534917612,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3128,-1071.5411605303796,False,False,False,False,1428.4367011116158,False,False,False,False
