date,Open,High,Low,Close,Volume,aVWAP_peak_441,aVWAP_peak_433,aVWAP_peak_418,aVWAP_peak_408,aVWAP_peak_404,aVWAP_peak_393,aVWAP_peak_382,aVWAP_peak_355,aVWAP_peak_349,aVWAP_peak_335,aVWAP_peak_328,aVWAP_peak_310,aVWAP_peak_283,aVWAP_peak_278,aVWAP_peak_259,aVWAP_peak_241,aVWAP_peak_237,aVWAP_peak_224,aVWAP_peak_210,aVWAP_peak_201,aVWAP_peak_189,aVWAP_peak_179,aVWAP_peak_170,aVWAP_peak_169,aVWAP_peak_152,aVWAP_peak_146,aVWAP_peak_122,aVWAP_valley_439,aVWAP_valley_427,aVWAP_valley_406,aVWAP_valley_401,aVWAP_valley_389,aVWAP_valley_368,aVWAP_OB_bull_406,aVWAP_OB_bull_389,aVWAP_OB_bull_291,aVWAP_OB_bull_113,aVWAP_OB_bear_355,aVWAP_OB_bear_349,aVWAP_OB_bear_335,aVWAP_OB_bear_259,aVWAP_OB_bear_210,aVWAP_OB_bear_179,aVWAP_OB_bear_136,aVWAP_OB_bear_122,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,7.135,7.175,7.02,7.04,44699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,44699.0,False,False,False,False
2023-11-10 17:00:00+00:00,7.085,7.21,7.075,7.11,19560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19560.0,303.25581395348837,False,False,False,False,44309.248062015504,False,False,False,False
2023-11-13 17:00:00+00:00,7.195,7.28,7.145,7.21,23687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43247.0,969.0502974580854,False,False,False,False,43989.523285860225,False,False,False,False
2023-11-14 17:00:00+00:00,7.075,7.16,6.935,7.115,21570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,86.76129032258066,38.0851612903226,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21677.0,1290.1037812184252,False,False,False,False,43641.93377755231,False,False,False,False
2023-11-15 17:00:00+00:00,7.265,7.27,7.1,7.135,18676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.07371000079894,31.960661581364207,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40353.0,1895.7300791840307,False,False,False,False,43254.86503681506,False,False,False,False
2023-11-16 17:00:00+00:00,6.725,6.79,6.665,6.775,30539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.46209111116565,16.095098109678574,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9814.0,2018.4939539253635,False,False,False,False,43057.71984244583,False,False,False,False
2023-11-17 17:00:00+00:00,7.035,7.14,7.0,7.03,14455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.65306687588974,14.19913148547623,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24269.0,2363.463039911017,False,False,False,False,42614.26682163272,False,False,False,False
2023-11-20 17:00:00+00:00,7.105,7.14,7.06,7.1,11691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.7110346785611,14.19913148547623,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35960.0,2884.3395819279003,False,False,False,False,42134.836328274076,False,False,False,False
2023-11-21 17:00:00+00:00,7.065,7.07,7.0,7.015,5869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.04074567049345,12.17874460680163,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30091.0,3306.148270580181,False,False,False,False,41572.57529992874,False,False,False,False
2023-11-22 17:00:00+00:00,7.01,7.12,7.01,7.08,17096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.81540266833723,11.97855471239123,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47187.0,3986.471553206845,False,False,False,False,41193.09351233295,False,False,False,False
