date,Close,High,Low,Open,Volume,aVWAP_peak_870,aVWAP_peak_853,aVWAP_peak_836,aVWAP_peak_824,aVWAP_peak_810,aVWAP_peak_797,aVWAP_peak_792,aVWAP_peak_785,aVWAP_peak_784,aVWAP_peak_768,aVWAP_peak_741,aVWAP_peak_721,aVWAP_peak_713,aVWAP_peak_712,aVWAP_peak_702,aVWAP_peak_692,aVWAP_peak_679,aVWAP_peak_669,aVWAP_peak_656,aVWAP_peak_647,aVWAP_peak_634,aVWAP_peak_615,aVWAP_peak_599,aVWAP_valley_874,aVWAP_valley_863,aVWAP_valley_859,aVWAP_valley_844,aVWAP_valley_827,aVWAP_valley_814,aVWAP_valley_805,aVWAP_valley_794,aVWAP_valley_789,aVWAP_valley_781,aVWAP_valley_761,aVWAP_valley_753,aVWAP_valley_747,aVWAP_valley_734,aVWAP_valley_724,aVWAP_valley_720,aVWAP_valley_707,aVWAP_valley_698,aVWAP_valley_685,aVWAP_valley_671,aVWAP_valley_662,aVWAP_valley_657,aVWAP_valley_637,aVWAP_valley_626,aVWAP_valley_603,aVWAP_valley_588,aVWAP_valley_561,aVWAP_valley_557,aVWAP_valley_547,aVWAP_valley_532,aVWAP_valley_518,aVWAP_valley_495,aVWAP_valley_488,aVWAP_valley_477,aVWAP_valley_473,aVWAP_valley_468,aVWAP_valley_453,aVWAP_valley_440,aVWAP_valley_434,aVWAP_valley_428,aVWAP_valley_409,aVWAP_valley_400,aVWAP_valley_384,aVWAP_valley_378,aVWAP_valley_356,aVWAP_valley_340,aVWAP_valley_332,aVWAP_valley_323,aVWAP_valley_318,aVWAP_valley_311,aVWAP_valley_304,aVWAP_valley_288,aVWAP_valley_272,aVWAP_valley_257,aVWAP_valley_241,aVWAP_valley_236,aVWAP_valley_230,aVWAP_valley_222,aVWAP_valley_211,aVWAP_valley_199,aVWAP_OB_bull_874,aVWAP_OB_bull_827,aVWAP_OB_bull_814,aVWAP_OB_bull_211,aVWAP_OB_bull_199,aVWAP_OB_bear_797,aVWAP_OB_bear_599,aVWAP_OB_bear_193,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-20 00:00:00+00:00,12.9089785746,13.1261423678,12.9089785746,13.0805880809,7478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7478.0,False,False,False,False
2022-01-21 00:00:00+00:00,12.6342211474,12.8202778704,12.6250452124,12.8202778704,5664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5664,-222.11764705882354,False,False,False,False,7406.862745098039,False,False,False,False
2022-01-24 00:00:00+00:00,12.4764731598,12.4764731598,12.2020411203,12.3712427571,15731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21395,-1052.4267589388696,False,False,False,False,7733.2995001922345,False,False,False,False
2022-01-25 00:00:00+00:00,12.3629779079,12.3629779079,12.2867070162,12.2996574492,2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23801,-1944.5276703530317,False,False,False,False,7524.385794302343,False,False,False,False
2022-01-26 00:00:00+00:00,12.4083369621,12.5859986808,12.4083369621,12.5859986808,2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.1153017992841257,-47.144306683989555,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21026,-2692.820702888207,False,False,False,False,7338.13537099637,False,False,False,False
2022-01-27 00:00:00+00:00,12.3814599329,12.5339366387,12.3649953121,12.4688590861,4960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.013294327385448,-45.577552522079124,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25986,-3606.27871453965,False,False,False,False,7244.875160369062,False,False,False,False
2022-01-28 00:00:00+00:00,12.5172117077,12.5332858632,12.2999177594,12.3647350019,17084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.630324148024581,-37.892222750529584,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8902,-3813.954059067507,False,False,False,False,7630.723193295766,False,False,False,False
2022-01-31 00:00:00+00:00,12.9540773186,12.9540773186,12.774072808,12.8593244019,9251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.00466974198565,-23.487126909639862,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,349,-3650.7009587119187,False,False,False,False,7694.263460225344,False,False,False,False
2022-02-01 00:00:00+00:00,13.1319993475,13.1391578783,13.0026251729,13.0610648151,179983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.04708785222234,-12.802117174566185,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,180332,3564.306922021882,False,False,False,False,14450.684501000822,False,False,False,False
2022-02-02 00:00:00+00:00,13.2042354309,13.2231079212,13.1066841795,13.1782044099,27054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.473062760121245,-5.636251407666819,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,207386,11557.3144937073,False,False,False,False,14944.932167628242,False,False,False,False
