date,Open,High,Low,Close,Volume,aVWAP_peak_863,aVWAP_peak_828,aVWAP_peak_798,aVWAP_valley_841,aVWAP_valley_824,aVWAP_valley_822,aVWAP_valley_777,aVWAP_valley_739,aVWAP_valley_704,aVWAP_valley_678,aVWAP_valley_643,aVWAP_valley_624,aVWAP_valley_582,aVWAP_valley_551,aVWAP_valley_478,aVWAP_valley_450,aVWAP_valley_419,aVWAP_valley_368,aVWAP_valley_328,aVWAP_valley_294,aVWAP_valley_265,aVWAP_valley_264,aVWAP_valley_206,aVWAP_valley_144,aVWAP_valley_138,aVWAP_OB_bull_678,aVWAP_OB_bull_624,aVWAP_OB_bull_551,aVWAP_OB_bull_144,aVWAP_OB_bear_863,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,6.475,6.595,6.475,6.525,94702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,94702.0,False,False,False,False
2025-04-14 15:00:00+00:00,6.525,6.55,6.42,6.42,147616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-147616.0,-2288.6201550387595,False,False,False,False,95522.37209302325,False,False,False,False
2025-04-14 16:00:00+00:00,6.425,6.525,6.395,6.485,148875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.684210526315805,-70.52631578947371,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1259.0,-2233.6182921699415,False,False,False,False,96349.54461871281,False,False,False,False
2025-04-14 17:00:00+00:00,6.48,6.55,6.48,6.545,124794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.68000258949955,-55.661681879976754,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,126053.0,-244.67847368668663,False,False,False,False,96790.54392694982,False,False,False,False
2025-04-14 18:00:00+00:00,6.545,6.66,6.54,6.645,88840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.62487905414855,-40.921566901373154,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,214893.0,3090.7894096262853,False,False,False,False,96667.27968002035,False,False,False,False
2025-04-14 19:00:00+00:00,6.645,6.72,6.645,6.655,216881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,53.93098421302051,-30.395261771236576,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,431774.0,9737.040736608822,False,False,False,False,98531.05828963243,False,False,False,False
2025-04-15 14:00:00+00:00,6.605,6.73,6.605,6.635,31430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.805020123293616,-24.494651631011145,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,400344.0,15792.962585653646,False,False,False,False,97490.73180452184,False,False,False,False
2025-04-15 15:00:00+00:00,6.635,6.675,6.58,6.605,46838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.32571871857659,-22.037028517914788,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,353506.0,21028.82363083731,False,False,False,False,96705.4181331339,False,False,False,False
2025-04-15 16:00:00+00:00,6.605,6.635,6.595,6.605,45686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.67285111543191,-19.23046777988478,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,353506.0,26183.508535785568,False,False,False,False,95914.41940238763,False,False,False,False
2025-04-15 17:00:00+00:00,6.605,6.625,6.565,6.575,30004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.262450681777565,-19.15174136274009,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,323502.0,30793.09755073463,False,False,False,False,94892.55243490876,False,False,False,False
