date,Open,High,Low,Close,Volume,aVWAP_peak_436,aVWAP_peak_432,aVWAP_peak_431,aVWAP_peak_430,aVWAP_peak_429,aVWAP_peak_414,aVWAP_peak_397,aVWAP_peak_370,aVWAP_peak_358,aVWAP_peak_353,aVWAP_peak_335,aVWAP_peak_328,aVWAP_peak_322,aVWAP_peak_317,aVWAP_peak_316,aVWAP_peak_303,aVWAP_peak_296,aVWAP_peak_295,aVWAP_peak_282,aVWAP_peak_263,aVWAP_peak_245,aVWAP_peak_244,aVWAP_peak_237,aVWAP_peak_235,aVWAP_peak_226,aVWAP_peak_218,aVWAP_peak_211,aVWAP_peak_201,aVWAP_peak_190,aVWAP_peak_175,aVWAP_valley_442,aVWAP_valley_434,aVWAP_valley_423,aVWAP_valley_401,aVWAP_valley_392,aVWAP_valley_378,aVWAP_valley_368,aVWAP_OB_bull_423,aVWAP_OB_bull_401,aVWAP_OB_bull_378,aVWAP_OB_bull_1,aVWAP_OB_bear_436,aVWAP_OB_bear_263,aVWAP_OB_bear_245,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,4.475,4.475,4.46,4.475,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,651.0,False,False,False,False
2023-11-09 17:00:00+00:00,4.455,4.455,4.42,4.425,4476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.433333333333334,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4476.0,-69.3953488372093,False,False,False,False,710.3023255813954,False,False,False,False
2023-11-10 17:00:00+00:00,4.445,4.465,4.445,4.465,2826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.443008764721994,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.789473684210563,-73.68421052631584,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1650.0,-93.90084730484946,False,False,False,False,743.1038399134668,False,False,False,False
2023-11-13 17:00:00+00:00,4.5,4.52,4.49,4.515,5751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.471790009959396,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.329869590066025,-56.31890684262488,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4101.0,-28.86362486601459,False,False,False,False,820.745640845041,False,False,False,False
2023-11-14 17:00:00+00:00,4.615,4.62,4.595,4.62,1464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.485896190673005,,,,,,,"rgba(38, 166, 154, 0.5)",,,,50.13817939249954,-39.71753598531235,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5565.0,57.862942961365476,False,False,False,False,830.718576645893,False,False,False,False
2023-11-15 17:00:00+00:00,4.605,4.615,4.595,4.595,1049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.493698017045698,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.12951447089796,-31.063546724518737,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4516.0,126.98134694646058,False,False,False,False,834.1027847599102,False,False,False,False
2023-11-16 17:00:00+00:00,4.545,4.56,4.535,4.555,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.498389572659639,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.21639521079912,-28.093532934058103,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3101.0,173.09016327287202,False,False,False,False,843.1089431357254,False,False,False,False
2023-11-17 17:00:00+00:00,4.56,4.57,4.51,4.515,2248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.502279889749857,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.628802538156194,-28.093532934058103,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,853.0,183.63140105158718,False,False,False,False,864.8901998312956,False,False,False,False
2023-11-20 17:00:00+00:00,4.575,4.575,4.565,4.575,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.504379444248323,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.37542929539373,-23.714615581972062,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1453.0,203.31153436861683,False,False,False,False,860.7833750277097,False,False,False,False
2023-11-21 17:00:00+00:00,4.555,4.56,4.55,4.55,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.507447884660837,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.65541555486527,-21.44316313723258,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,127.0,202.1284098047623,False,False,False,False,867.9960358799932,False,False,False,False
