date,Close,High,Low,Open,Volume,aVWAP_peak_179,aVWAP_valley_185,aVWAP_valley_171,aVWAP_valley_162,aVWAP_valley_155,aVWAP_valley_148,aVWAP_valley_136,aVWAP_valley_128,aVWAP_valley_120,aVWAP_valley_107,aVWAP_valley_95,aVWAP_valley_86,aVWAP_valley_78,aVWAP_valley_73,aVWAP_valley_63,aVWAP_valley_41,aVWAP_OB_bull_171,aVWAP_OB_bull_95,aVWAP_OB_bull_41,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,15.926181903,16.0305748101,15.5587188701,15.7006932238,7868196,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7868196.0,False,False,False,False
2022-01-07 00:00:00+00:00,16.8782452155,16.9116509458,15.9929933636,16.0180476613,16807173,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16807173,1244975.7777777778,False,False,False,False,8530342.444444444,False,False,False,False
2022-01-14 00:00:00+00:00,17.2874654113,17.4586697789,16.7279194294,16.869893783,15954376,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32761549,3579536.7572016455,False,False,False,False,9080270.855967078,False,False,False,False
2022-01-21 00:00:00+00:00,16.7529737271,17.479464846,16.7112165642,17.3208711415,17600123,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.2525285664378,41.730905910460734,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15161426,4437454.4788904125,False,False,False,False,9711371.014784332,False,False,False,False
2022-01-28 00:00:00+00:00,17.0953824623,17.254059681,16.0639805404,16.4690250198,26462289,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.52335312113001,37.61914025533541,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41623715,7191992.295268901,False,False,False,False,10952179.754429938,False,False,False,False
2022-02-04 00:00:00+00:00,17.3041682764,17.6424012953,16.9534081086,17.003516704,19320277,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.88187447210476,35.57770016656522,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,60943992,11173621.90302676,False,False,False,False,11572038.80965735,False,False,False,False
2022-02-11 00:00:00+00:00,17.9639314491,18.5318288636,17.3626283044,17.3793311695,20565838,,,,,,,,,,,,,,,,,,,,,,#000000,,17.952796205700004,,83.66021356503292,35.57770016656522,False,False,True,False,False,,-1.0,18.531828,17.362629,101.0,0,,,False,False,False,False,,,False,False,False,False,81509830,16383711.391691444,False,False,False,False,12238246.157090139,False,False,False,False
2022-02-18 00:00:00+00:00,17.6131712813,18.3146916169,17.5547112534,17.9054714211,26197921,,,,,,,,,,,,,,,,,,,,,,#000000,,17.882616805466686,,80.47500648783216,33.09732724023205,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,55311909,19267281.584899485,False,False,False,False,13272296.145453831,False,False,False,False
2022-02-25 00:00:00+00:00,17.2429803303,17.6488964931,16.547595204,17.5474174524,19472675,,,,,,,,,,,,,,,,,,,,,,#000000,,17.666205020949313,,75.58969026145587,28.80682518342266,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35839234,20494833.615647674,False,False,False,False,13731583.468012806,False,False,False,False
2022-03-04 00:00:00+00:00,16.70175878,17.1837842233,16.3973216579,16.9131734481,22994920,,,,,,,,,,,,,,,,,,,,,,#000000,,17.432922060695,,69.11563939148797,23.091960835825077,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.02465166605504958,-0.02465166605504958,False,False,False,False,12844314,19928128.458933033,False,False,False,False,14417756.544456301,False,False,False,False
