date,Close,High,Low,Open,Volume,aVWAP_peak_189,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_148,aVWAP_valley_120,aVWAP_valley_113,aVWAP_valley_107,aVWAP_valley_95,aVWAP_valley_72,aVWAP_valley_63,aVWAP_valley_42,aVWAP_OB_bull_171,aVWAP_OB_bull_95,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,6.4177804531,6.6042044701,6.3637783688,6.3637783688,286842,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,286842.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.2205437016,6.4329525109,6.0688231235,6.4329525109,628827,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-628827,-46579.777777777774,False,False,False,False,312174.2222222222,False,False,False,False
2022-01-14 00:00:00+00:00,6.3741607869,6.4351575408,6.2053716438,6.266059875,772031,,,,,,,,,,,,,,,,#000000,,,,12.996737444376794,-82.49184361094198,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,143204,-32521.720164609054,False,False,False,False,346237.68724279833,False,False,False,False
2022-01-21 00:00:00+00:00,6.3970345696,6.4732805121,6.3360378157,6.3360378157,870162,,,,,,,,,,,,,,,,#000000,,,,23.333919429867038,-72.00921718629388,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1013366,44951.44429202865,False,False,False,False,385046.89559518365,False,False,False,False
2022-01-28 00:00:00+00:00,6.3894099754,6.4427821351,6.2140443078,6.3817853811,473985,,,,,,,,,,,,,,,,#000000,,,,30.38610595488172,-64.52285470350819,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,539381,81575.85582595246,False,False,False,False,391634.90332887374,False,False,False,False
2022-02-04 00:00:00+00:00,6.3512870042,6.4656559178,6.313164033,6.3970345696,228644,,,,,,,,,,,,,,,,#000000,,,,33.88390124534599,-60.18222661503542,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,310737,98550.75539440042,False,False,False,False,379561.50308229047,False,False,False,False
2022-02-11 00:00:00+00:00,6.2064197136,6.3985594885,6.1759213366,6.3665361927,251639,,,,,,,,,,,,,,,,#000000,,,,32.562827538794295,-60.18222661503542,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59098,95628.32906888929,False,False,False,False,370085.7621132319,False,False,False,False
2022-02-18 00:00:00+00:00,6.1243139973,6.2750410617,6.0859891287,6.2064197136,256069,,,,,,,,,,,,,,,,#000000,,,,30.281852780187037,-60.18222661503542,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-196971,73954.30469341601,False,False,False,False,361640.0760307702,False,False,False,False
2022-02-25 00:00:00+00:00,6.078324155,6.1166490236,5.890532299,6.1166490236,242284,,,,,,,,,,,,,,,,#000000,,6.028501825866667,,28.037436434413735,-60.18222661503542,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-439255,35938.800642051865,False,False,False,False,352798.88521367614,False,False,False,False
2022-03-04 00:00:00+00:00,6.239288603,6.3082733664,5.9020297596,6.1396439447,244071,,,,,,,,,,,,,,,,#000000,,6.089405826350161,,31.91451478327329,-56.009368721230594,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.19282511196823646,-0.19282511196823646,False,False,False,False,-195184,18818.59318708506,False,False,False,False,344744.96779044083,False,False,False,False
