date,Open,High,Low,Close,Volume,aVWAP_peak_441,aVWAP_peak_433,aVWAP_peak_419,aVWAP_peak_404,aVWAP_peak_393,aVWAP_peak_375,aVWAP_peak_364,aVWAP_peak_335,aVWAP_peak_328,aVWAP_peak_309,aVWAP_peak_286,aVWAP_peak_278,aVWAP_peak_271,aVWAP_peak_260,aVWAP_peak_251,aVWAP_peak_237,aVWAP_peak_228,aVWAP_peak_207,aVWAP_peak_197,aVWAP_peak_189,aVWAP_peak_171,aVWAP_valley_435,aVWAP_valley_424,aVWAP_valley_423,aVWAP_valley_406,aVWAP_valley_387,aVWAP_valley_379,aVWAP_valley_369,aVWAP_OB_bull_443,aVWAP_OB_bull_406,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,15.605,15.705,15.46,15.495,2411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2411.0,False,False,False,False
2023-11-10 17:00:00+00:00,15.84,15.935,15.77,15.845,3889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3889.0,60.29457364341085,False,False,False,False,2433.9147286821703,False,False,False,False
2023-11-13 17:00:00+00:00,16.075,16.095,15.975,16.075,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5689.0,147.56132443963702,False,False,False,False,2424.0865933537643,False,False,False,False
2023-11-14 17:00:00+00:00,16.195,16.205,15.945,16.02,3740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.57952320626514,46.92157088563863,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1949.0,175.49060623127056,False,False,False,False,2444.4883515963415,False,False,False,False
2023-11-15 17:00:00+00:00,15.885,15.9,15.67,15.73,2723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.98089954126507,34.88803819476266,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-774.0,160.76982163853768,False,False,False,False,2448.8063616491113,False,False,False,False
2023-11-16 17:00:00+00:00,15.035,15.08,14.845,14.995,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.26518658224832,18.969269208947097,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2800.0,114.86641355111848,False,False,False,False,2442.2512242592024,False,False,False,False
2023-11-17 17:00:00+00:00,15.5,15.635,15.475,15.59,3875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.61544779082176,16.386385134444012,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1075.0,129.75220558908563,False,False,False,False,2464.464383573013,False,False,False,False
2023-11-20 17:00:00+00:00,16.06,16.11,15.91,15.93,32366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.34815830536708,16.386385134444012,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33441.0,646.205659765999,False,False,False,False,2928.054083052501,False,False,False,False
2023-11-21 17:00:00+00:00,15.885,15.995,15.85,15.965,6302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.4366120918127,16.386385134444012,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39743.0,1252.3575100021849,False,False,False,False,2980.363322074943,False,False,False,False
2023-11-22 17:00:00+00:00,15.36,15.845,15.335,15.775,9389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.38848549597651,15.745273290649635,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30354.0,1703.5457656610656,False,False,False,False,3079.7220302598275,False,False,False,False
