date,Open,High,Low,Close,Volume,aVWAP_peak_859,aVWAP_peak_822,aVWAP_peak_767,aVWAP_peak_744,aVWAP_peak_687,aVWAP_peak_641,aVWAP_peak_640,aVWAP_peak_639,aVWAP_peak_638,aVWAP_peak_637,aVWAP_peak_636,aVWAP_peak_635,aVWAP_peak_603,aVWAP_peak_552,aVWAP_peak_450,aVWAP_peak_433,aVWAP_peak_361,aVWAP_peak_360,aVWAP_peak_323,aVWAP_peak_299,aVWAP_peak_281,aVWAP_peak_245,aVWAP_peak_197,aVWAP_peak_127,aVWAP_valley_839,aVWAP_OB_bear_859,aVWAP_OB_bear_744,aVWAP_OB_bear_603,aVWAP_OB_bear_127,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,47.225,47.365,45.78,46.3,18847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,18847.0,False,False,False,False
2025-04-04 15:00:00+00:00,46.315,46.655,45.49,45.6,11402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11402.0,-176.7751937984496,False,False,False,False,18731.57364341085,False,False,False,False
2025-04-04 16:00:00+00:00,45.63,45.77,44.8,44.83,17515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28917.0,-622.3600745147527,False,False,False,False,18712.712036536264,False,False,False,False
2025-04-04 17:00:00+00:00,44.82,44.97,44.4,44.8,13040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41957.0,-1263.207205142431,False,False,False,False,18624.763012713996,False,False,False,False
2025-04-04 18:00:00+00:00,44.885,44.965,44.245,44.59,12859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54816.0,-2093.4830624270444,False,False,False,False,18535.371338098274,False,False,False,False
2025-04-04 19:00:00+00:00,44.59,44.98,44.465,44.755,39876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.064522342173186,-46.341929892044135,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14940.0,-2292.653867660734,False,False,False,False,18866.233797972716,False,False,False,False
2025-04-07 14:00:00+00:00,43.365,44.47,42.69,43.93,11552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.120590229170864,-45.63534013427662,False,False,False,True,True,,1.0,44.47,42.69,0.0,0,,,False,False,False,False,,,False,False,False,False,-26492.0,-2667.837528627234,False,False,False,False,18752.834824360736,False,False,False,False
2025-04-07 15:00:00+00:00,43.92,44.12,42.935,43.245,15629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.160728756252509,-45.63534013427662,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-42121.0,-3279.514466167897,False,False,False,False,18704.40327669623,False,False,False,False
2025-04-07 16:00:00+00:00,43.23,43.495,42.92,43.02,11778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.026134511768362,-45.63534013427662,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53899.0,-4064.3126914986274,False,False,False,False,18597.01717938311,False,False,False,False
2025-04-07 17:00:00+00:00,43.52,43.785,43.125,43.785,7022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.224239065218999,-38.6735099453774,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46877.0,-4728.075285428881,False,False,False,False,18417.559548695,False,False,False,False
