date,Close,High,Low,Open,Volume,aVWAP_peak_187,aVWAP_peak_180,aVWAP_peak_159,aVWAP_peak_151,aVWAP_peak_144,aVWAP_peak_133,aVWAP_peak_125,aVWAP_peak_119,aVWAP_peak_94,aVWAP_peak_89,aVWAP_peak_84,aVWAP_peak_68,aVWAP_peak_44,aVWAP_peak_35,aVWAP_valley_190,aVWAP_valley_171,aVWAP_OB_bear_151,aVWAP_OB_bear_119,aVWAP_OB_bear_89,aVWAP_OB_bear_35,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.34260241,12.5498372971,11.1263812361,11.5227867215,9721446,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,9721446.0,False,False,False,False
2022-01-07 00:00:00+00:00,12.5858741594,12.7480400398,11.2750332931,11.4417037813,12916571,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12916571,956783.037037037,False,False,False,False,9958121.925925925,False,False,False,False
2022-01-14 00:00:00+00:00,14.2705974721,14.3471758045,12.3336161233,12.4597451414,13010342,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25926913,2806422.2935528117,False,False,False,False,10184212.301783264,False,False,False,False
2022-01-21 00:00:00+00:00,12.8741690578,14.6579937419,12.7660584709,14.4868186459,10255565,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.15318676727115,40.69168436593601,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15671348,3759379.753289641,False,False,False,False,10189497.686836354,False,False,False,False
2022-01-28 00:00:00+00:00,14.018339436,14.4958278615,12.1083857339,12.36064377,10581814,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.40692620461911,36.608858126802645,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26253162,5425585.845638556,False,False,False,False,10218558.154478107,False,False,False,False
2022-02-04 00:00:00+00:00,14.8652057001,15.2976480477,13.7480629687,14.081403945,10945233,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.19263101238617,35.00481892055481,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37198395,7779127.264480144,False,False,False,False,10272385.920813061,False,False,False,False
2022-02-11 00:00:00+00:00,15.8111733356,15.8832470602,13.635447774,14.8201596222,10850388,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.61288698500087,34.89569144787187,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48048783,10762064.726370502,False,False,False,False,10315200.889641723,False,False,False,False
2022-02-18 00:00:00+00:00,15.3246756945,16.3768619816,14.7120490353,15.5228784371,10168596,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.352979333116,33.084019475661066,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37880187,12770814.524417132,False,False,False,False,10304341.268186782,False,False,False,False
2022-02-25 00:00:00+00:00,16.3156894078,16.3292032312,14.9012425624,16.0003668627,9349370,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.8085215070549,32.869844626985895,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47229557,15323313.9670529,False,False,False,False,10233602.6557285,False,False,False,False
2022-03-04 00:00:00+00:00,17.7481546844,17.9283389959,16.3156894078,16.3156894078,12677150,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.56793263092709,32.869844626985895,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282403981547,0.3428282403981547,False,False,False,False,59906707,18625787.525048982,False,False,False,False,10414606.162711574,False,False,False,False
2022-03-11 00:00:00+00:00,20.2256889677,21.5590528729,18.1445601697,18.180597032,21458696,,,,,,,,,,,,,,,,,,,,,,,#000000,,19.97643400343333,,82.39691006342755,32.869844626985895,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282449685557,0.3428282426833552,False,False,False,False,81365403,23273166.449119426,False,False,False,False,11232686.891399605,False,False,False,False
2022-03-18 00:00:00+00:00,17.9553666426,19.6310807397,16.7163292245,19.5499977995,15117688,,,,,,,,,,,,,,,,,,,,,,,#000000,,19.201252075715644,,78.69956634721699,32.57292610962274,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.16231160020068977,0.2525699214420225,False,False,False,False,66247715,26456466.341777246,False,False,False,False,11520464.751295932,False,False,False,False
2022-03-25 00:00:00+00:00,21.1176013097,21.3608501303,18.5319564395,18.8022329067,12766054,,,,,,,,,,,,,,,,,,,,,,,#000000,,19.49504582078845,,78.07514696348376,32.1735264341211,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282432681249,0.2976990823550737,False,False,False,False,79013769,30349599.872015968,False,False,False,False,11612730.621570306,False,False,False,False
