date,Close,High,Low,Open,Volume,aVWAP_peak_194,aVWAP_valley_187,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_155,aVWAP_valley_151,aVWAP_valley_132,aVWAP_valley_122,aVWAP_valley_111,aVWAP_valley_96,aVWAP_valley_92,aVWAP_valley_61,aVWAP_valley_42,aVWAP_valley_28,aVWAP_OB_bull_159,aVWAP_OB_bull_132,aVWAP_OB_bull_96,aVWAP_OB_bull_42,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,24.59247787,24.8463570934,24.4853135953,24.8463570934,126773,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,126773.0,False,False,False,False
2022-01-07 00:00:00+00:00,24.4442859251,24.61660214,24.2883807782,24.5345467996,85364,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-85364,-6323.259259259259,False,False,False,False,123705.66666666666,False,False,False,False
2022-01-14 00:00:00+00:00,24.5427523336,24.7232740827,24.3458195165,24.4114637889,121140,,,,,,,,,,,,,,,,,,,,,#000000,,,,11.881658674516844,-79.70414668629212,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35776,-3204.79561042524,False,False,False,False,123515.6172839506,False,False,False,False
2022-01-21 00:00:00+00:00,24.6403981888,24.7232740827,24.3294084484,24.5099301974,155674,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.483074054247222,-66.1967805013781,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,191450,11214.078138495148,False,False,False,False,125897.71970736167,False,False,False,False
2022-01-28 00:00:00+00:00,24.3834508194,24.5673689358,24.279396264,24.5673689358,134382,,,,,,,,,,,,,,,,,,,,,#000000,,24.4100720064,,27.320373160916642,-63.880717376954294,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57068,14610.664943051062,False,False,False,False,126526.18491422376,False,False,False,False
2022-02-04 00:00:00+00:00,24.6830916888,24.7984332387,24.3288283568,24.402976496,294152,,,,,,,,,,,,,,,,,,,,,#000000,,24.54281023860849,,35.76710364643165,-54.88559672411845,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,351220,39544.689762084316,False,False,False,False,138942.9119576146,False,False,False,False
2022-02-11 00:00:00+00:00,24.6007048674,24.9961616101,24.6007048674,24.6583756424,62616,,,,,,,,,,,,,,,,,,,,,#000000,,24.649760162121364,,40.21577254483561,-49.6251547409511,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,288604,57993.527557485475,False,False,False,False,133289.06662742092,False,False,False,False
2022-02-18 00:00:00+00:00,24.9117151181,24.9879229279,24.6007048674,24.6583756424,100340,,,,,,,,,,,,,,,,,,,,,#000000,,24.703432345718944,,47.325777716716956,-41.65994972004463,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,388944,82508.3773680421,False,False,False,False,130848.39502538975,False,False,False,False
2022-02-25 00:00:00+00:00,24.4139355953,24.8605319781,23.6538120111,24.7530180341,93881,,,,,,,,,,,,,,,,,,,,,#000000,,24.594011352302815,,46.32940986536649,-41.44689206265656,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,295063,98253.16422966862,False,False,False,False,128110.06946795346,False,False,False,False
2022-03-04 00:00:00+00:00,22.9997964193,24.4678579734,22.9252809858,23.7936628414,279436,,,,,,,,,,,,,,,,,,,,,#000000,,24.13339319504906,,39.37351811709216,-41.44689206265656,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,15627,92132.70762006355,False,False,False,False,139319.39765551247,False,False,False,False
