date,Open,High,Low,Close,Volume,aVWAP_peak_217,aVWAP_peak_198,aVWAP_peak_155,aVWAP_peak_75,aVWAP_valley_193,aVWAP_OB_bear_217,aVWAP_OB_bear_75,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-26 17:00:00+00:00,0.513,0.513,0.513,0.513,1.0,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1.0,False,False,False,False
2023-12-27 17:00:00+00:00,0.536,0.541,0.531,0.541,300.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,300.0,4.651162790697675,False,False,False,False,5.635658914728682,False,False,False,False
2023-12-28 17:00:00+00:00,0.541,0.541,0.5341,0.5341,200.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,92.76476756378888,24.67668647326107,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,6.129439336578331,False,False,False,False,8.649059551709634,False,False,False,False
2023-12-29 17:00:00+00:00,0.5341,0.5341,0.5341,0.5341,0.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.94127927298146,24.67668647326107,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,7.584796866243783,False,False,False,False,8.5149656051715,False,False,False,False
2024-01-01 17:00:00+00:00,0.5341,0.5341,0.5341,0.5341,0.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.72562041244319,24.67668647326107,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,9.017590713278764,False,False,False,False,8.382950634548687,False,False,False,False
2024-01-02 17:00:00+00:00,0.5155,0.5181,0.5155,0.5181,0.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.68674342508749,39.249002322704584,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,10.428170702220179,False,False,False,False,8.252982407656459,False,False,False,False
2024-01-03 17:00:00+00:00,0.5181,0.5225,0.5181,0.519,455.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.46079581407414,31.310848222757443,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,555.0,18.871144799860176,False,False,False,False,15.179292757925351,False,False,False,False
2024-01-04 17:00:00+00:00,0.519,0.5195,0.519,0.5195,1.0,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.25647408187231,26.097144414510836,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,556.0,27.198723950249942,False,False,False,False,14.959458761678446,False,False,False,False
2024-01-05 17:00:00+00:00,0.5195,0.5195,0.5101,0.5128,1665.0,,,,,,,,,,#000000,,,,51.713881272340046,19.48917954395759,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1109.0,9.583239857998006,False,False,False,False,40.54148265684622,False,False,False,False
2024-01-08 17:00:00+00:00,0.5128,0.5128,0.4925,0.4993,1292.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.43793465861635,11.287977541688136,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2401.0,-27.790143705691882,False,False,False,False,59.94394029007341,False,False,False,False
2024-01-09 17:00:00+00:00,0.4993,0.4993,0.4993,0.4993,0.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.92063691613389,5.65624440946177,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2401.0,-64.58409496606875,False,False,False,False,59.01457687472343,False,False,False,False
2024-01-10 17:00:00+00:00,0.4993,0.4993,0.491,0.491,0.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.52807518636408,0.020275903499722858,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2401.0,-100.80759736969559,False,False,False,False,58.09962219449516,False,False,False,False
2024-01-11 17:00:00+00:00,0.491,0.491,0.48,0.48,27.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.324658010760913,-5.51826791999158,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2428.0,-136.8880997360569,False,False,False,False,57.61745750930918,False,False,False,False
2024-01-12 17:00:00+00:00,0.4885,0.4885,0.4658,0.4658,35.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.48123749981542,-10.778110397260832,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2463.0,-172.9518501277459,False,False,False,False,57.2667992533509,False,False,False,False
2024-01-15 17:00:00+00:00,0.4658,0.4658,0.4658,0.4658,0.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.252290492518426,-14.62029884639228,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2463.0,-208.4564726063855,False,False,False,False,56.378941900585765,False,False,False,False
2024-01-16 17:00:00+00:00,0.435,0.435,0.4226,0.4251,1918.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.09837621683462,-19.396392643725335,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4381.0,-273.1470699303175,False,False,False,False,85.2412838866232,False,False,False,False
2024-01-17 17:00:00+00:00,0.4251,0.4251,0.406,0.4146,887.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4152333333333333,,12.05777586179252,-23.15133710269634,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5268.0,-350.5866502414754,False,False,False,False,97.67165157830345,False,False,False,False
2024-01-18 17:00:00+00:00,0.4273,0.4379,0.4273,0.4379,2061.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4286097919493441,,17.249234366718873,-23.15133710269634,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3207.0,-394.8721285323052,False,False,False,False,128.11085077863984,False,False,False,False
2024-01-19 17:00:00+00:00,0.4379,0.4379,0.437,0.437,1.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.4286127387815078,,20.618933946799057,-23.15133710269634,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3208.0,-438.4865141364555,False,False,False,False,126.14013991385472,False,False,False,False
2024-01-22 17:00:00+00:00,0.4558,0.4595,0.4501,0.4559,592.0,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.43305214157959143,,27.458758335831142,-36.00004469341364,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2616.0,-472.24641314209185,False,False,False,False,133.3627734035624,False,False,False,False
