date,Open,High,Low,Close,Volume,aVWAP_peak_435,aVWAP_peak_430,aVWAP_peak_414,aVWAP_peak_408,aVWAP_peak_392,aVWAP_peak_381,aVWAP_peak_372,aVWAP_peak_357,aVWAP_peak_348,aVWAP_peak_331,aVWAP_peak_318,aVWAP_peak_304,aVWAP_peak_295,aVWAP_peak_283,aVWAP_peak_279,aVWAP_peak_264,aVWAP_peak_243,aVWAP_peak_225,aVWAP_peak_220,aVWAP_peak_202,aVWAP_peak_189,aVWAP_peak_178,aVWAP_peak_167,aVWAP_peak_154,aVWAP_peak_133,aVWAP_peak_127,aVWAP_peak_122,aVWAP_peak_118,aVWAP_peak_108,aVWAP_peak_100,aVWAP_peak_94,aVWAP_peak_76,aVWAP_peak_67,aVWAP_peak_57,aVWAP_peak_43,aVWAP_peak_31,aVWAP_valley_442,aVWAP_valley_419,aVWAP_valley_410,aVWAP_valley_407,aVWAP_valley_400,aVWAP_valley_395,aVWAP_valley_384,aVWAP_OB_bull_300,aVWAP_OB_bear_435,aVWAP_OB_bear_414,aVWAP_OB_bear_381,aVWAP_OB_bear_348,aVWAP_OB_bear_331,aVWAP_OB_bear_304,aVWAP_OB_bear_31,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,16.04,16.135,15.65,15.74,33658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,33658.0,False,False,False,False
2023-11-10 17:00:00+00:00,15.585,16.085,15.585,15.755,29759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29759.0,461.3798449612403,False,False,False,False,33597.55038759689,False,False,False,False
2023-11-13 17:00:00+00:00,15.9,16.195,15.9,16.09,19076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48835.0,1211.3584520161048,False,False,False,False,33372.410071510116,False,False,False,False
2023-11-14 17:00:00+00:00,17.04,17.54,16.93,17.48,21715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70550.0,2286.3761504344598,False,False,False,False,33191.67503164174,False,False,False,False
2023-11-15 17:00:00+00:00,17.66,17.905,17.59,17.635,16463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,87013.0,3599.9672178695846,False,False,False,False,32932.31572882559,False,False,False,False
2023-11-16 17:00:00+00:00,17.515,17.99,17.515,17.975,20139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,107152.0,5205.425090460753,False,False,False,False,32733.96974853372,False,False,False,False
2023-11-17 17:00:00+00:00,18.36,19.44,18.355,19.425,23381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,130533.0,7148.4882673528355,False,False,False,False,32588.962465610715,False,False,False,False
2023-11-20 17:00:00+00:00,19.15,19.53,19.145,19.51,15387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,145920.0,9299.98457328535,False,False,False,False,32322.265373120626,False,False,False,False
2023-11-21 17:00:00+00:00,19.355,19.43,19.19,19.2,19529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.3226138201709,46.69035243815381,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,126391.0,11115.349153544492,False,False,False,False,32123.92017353736,False,False,False,False
2023-11-22 17:00:00+00:00,19.43,19.545,19.085,19.095,15372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,92.6746436462573,43.62782245242131,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,111019.0,12664.242965117444,False,False,False,False,31864.200480924377,False,False,False,False
