date,Open,High,Low,Close,Volume,aVWAP_peak_834,aVWAP_peak_816,aVWAP_valley_856,aVWAP_valley_823,aVWAP_valley_791,aVWAP_valley_763,aVWAP_valley_726,aVWAP_valley_666,aVWAP_valley_635,aVWAP_valley_551,aVWAP_valley_501,aVWAP_valley_451,aVWAP_valley_411,aVWAP_valley_390,aVWAP_valley_360,aVWAP_valley_332,aVWAP_valley_277,aVWAP_valley_216,aVWAP_valley_170,aVWAP_valley_144,aVWAP_valley_126,aVWAP_valley_56,aVWAP_OB_bull_635,aVWAP_OB_bull_551,aVWAP_OB_bull_501,aVWAP_OB_bull_216,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-25 14:00:00+00:00,75.88,76.34,75.8,75.99,5580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5580.0,False,False,False,False
2025-03-25 15:00:00+00:00,75.925,76.19,75.65,75.88,6444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6444.0,-99.90697674418604,False,False,False,False,5593.395348837209,False,False,False,False
2025-03-25 16:00:00+00:00,75.88,76.23,75.88,76.14,5762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.223602484472213,-86.33540372670832,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-682.0,-108.93167477915989,False,False,False,False,5596.009374436631,False,False,False,False
2025-03-25 17:00:00+00:00,76.16,76.45,75.975,75.985,4836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.43511817290984,-76.52267935866723,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5518.0,-192.79319920118843,False,False,False,False,5584.226283360094,False,False,False,False
2025-03-25 18:00:00+00:00,75.97,76.13,75.755,75.84,21516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.73330355805349,-71.97122705582865,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27034.0,-608.9359402988443,False,False,False,False,5831.23052702893,False,False,False,False
2025-03-25 19:00:00+00:00,75.855,75.995,75.63,75.945,21326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.26618388893568,-63.58136270615465,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5708.0,-687.9911970383971,False,False,False,False,6071.459511106001,False,False,False,False
2025-03-26 14:00:00+00:00,75.705,75.975,75.39,75.93,5850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.86178359643107,-56.702951333578426,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11558.0,-856.5184653013677,False,False,False,False,6068.02603031366,False,False,False,False
2025-03-26 15:00:00+00:00,75.91,76.1,75.45,75.53,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.719435374295884,-56.702951333578426,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14020.0,-1060.603450335455,False,False,False,False,6012.11864999872,False,False,False,False
2025-03-26 16:00:00+00:00,75.5,75.75,75.5,75.53,2348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.29120322620576,-56.702951333578426,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14020.0,-1261.52432707444,False,False,False,False,5955.310608913468,False,False,False,False
2025-03-26 17:00:00+00:00,75.53,75.61,75.33,75.335,4721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.170655991342063,-56.702951333578426,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18741.0,-1532.523949910495,False,False,False,False,5936.1740103256625,False,False,False,False
2025-03-26 18:00:00+00:00,75.36,75.43,75.05,75.065,3022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.74859898062148,-56.702951333578426,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21763.0,-1846.174741384751,False,False,False,False,5890.993017917513,False,False,False,False
2025-03-26 19:00:00+00:00,75.08,75.3,75.015,75.28,9943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,75.19833333333334,,26.02705730845775,-53.01317535303342,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11820.0,-2000.807691130724,False,False,False,False,5953.814831593209,False,False,False,False
2025-03-27 14:00:00+00:00,76.325,76.82,76.235,76.775,13852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,76.02011970301884,,41.20702727958415,-36.12393230518188,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2032.0,-1938.283540880635,False,False,False,False,6076.267314824323,False,False,False,False
2025-03-27 15:00:00+00:00,76.8,76.945,76.46,76.485,9945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,76.19988436079825,,48.604231133994986,-27.2792756837174,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7913.0,-2030.9148038127182,False,False,False,False,6136.247666532473,False,False,False,False
2025-03-27 16:00:00+00:00,76.325,76.48,76.02,76.09,7571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,76.19929465921102,,50.3898896173084,-23.710473005112505,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15484.0,-2239.4897680946915,False,False,False,False,6158.491888756776,False,False,False,False
2025-03-27 17:00:00+00:00,76.07,76.395,75.95,75.95,5167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,76.18807070011619,,50.57252420904646,-21.440875082664856,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20651.0,-2524.939539131983,False,False,False,False,6143.119921489229,False,False,False,False
2025-03-27 18:00:00+00:00,75.935,76.19,75.935,76.06,5920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,76.17378939399723,,51.46601108610896,-18.420544389986024,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14731.0,-2714.180786587301,False,False,False,False,6139.660697900248,False,False,False,False
2025-03-27 19:00:00+00:00,76.06,76.645,76.06,76.645,31744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,76.27799454097438,,55.49241601021616,-12.64013769725129,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17013.0,-2408.3330224541646,False,False,False,False,6536.627198707996,False,False,False,False
2025-03-28 14:00:00+00:00,77.36,77.86,76.14,76.73,24357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,76.66493689649982,,58.59881923942237,-7.996511510745393,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41370.0,-1729.5991771447975,False,False,False,False,6812.91204834043,False,False,False,False
