date,Close,High,Low,Open,Volume,aVWAP_peak_889,aVWAP_peak_879,aVWAP_peak_869,aVWAP_peak_864,aVWAP_valley_886,aVWAP_valley_879,aVWAP_valley_873,aVWAP_valley_861,aVWAP_valley_843,aVWAP_valley_833,aVWAP_valley_817,aVWAP_valley_791,aVWAP_valley_786,aVWAP_valley_768,aVWAP_valley_759,aVWAP_valley_752,aVWAP_valley_747,aVWAP_valley_736,aVWAP_valley_728,aVWAP_valley_719,aVWAP_valley_711,aVWAP_valley_695,aVWAP_valley_681,aVWAP_valley_672,aVWAP_valley_649,aVWAP_valley_642,aVWAP_valley_615,aVWAP_valley_610,aVWAP_valley_589,aVWAP_valley_578,aVWAP_valley_573,aVWAP_valley_554,aVWAP_valley_538,aVWAP_valley_531,aVWAP_valley_524,aVWAP_valley_513,aVWAP_valley_489,aVWAP_valley_465,aVWAP_valley_456,aVWAP_valley_435,aVWAP_valley_421,aVWAP_valley_413,aVWAP_valley_408,aVWAP_valley_400,aVWAP_valley_377,aVWAP_valley_373,aVWAP_valley_367,aVWAP_valley_358,aVWAP_valley_352,aVWAP_valley_329,aVWAP_valley_326,aVWAP_valley_302,aVWAP_valley_285,aVWAP_valley_280,aVWAP_valley_274,aVWAP_valley_266,aVWAP_valley_254,aVWAP_valley_250,aVWAP_valley_239,aVWAP_valley_216,aVWAP_valley_207,aVWAP_valley_199,aVWAP_valley_184,aVWAP_valley_159,aVWAP_valley_151,aVWAP_valley_139,aVWAP_OB_bull_843,aVWAP_OB_bull_817,aVWAP_OB_bull_791,aVWAP_OB_bull_768,aVWAP_OB_bull_649,aVWAP_OB_bull_554,aVWAP_OB_bull_538,aVWAP_OB_bull_216,aVWAP_OB_bull_159,aVWAP_OB_bear_864,aVWAP_OB_bear_837,aVWAP_OB_bear_521,aVWAP_OB_bear_490,aVWAP_OB_bear_363,aVWAP_OB_bear_210,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,12.3369037059,12.8399619153,11.4984733569,12.5620821425,9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,9700.0,False,False,False,False
2022-01-04 00:00:00+00:00,11.724035076,11.8817558022,11.5460962008,11.5771420788,15057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15057,-590.4705882352941,False,False,False,False,9910.078431372549,False,False,False,False
2022-01-05 00:00:00+00:00,12.0687976355,12.0733970248,11.8434275577,11.8434275577,27366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,12.741859672138308,-75.48371934427662,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12309,-84.60899653979249,False,False,False,False,10594.624375240293,False,False,False,False
2022-01-06 00:00:00+00:00,11.5395803992,11.8338454965,11.5395803992,11.8338454965,8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,16.23827986124183,-71.2168458649202,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3809,68.08155234412095,False,False,False,False,10512.48224287793,False,False,False,False
2022-01-07 00:00:00+00:00,11.9344571384,12.0982912196,11.7624591411,12.0796253645,9067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.80146157893029,-61.791805457525655,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12876,570.3528640169005,False,False,False,False,10455.796664725854,False,False,False,False
2022-01-10 00:00:00+00:00,11.9105019856,12.159635575,11.7476069463,12.159635575,17810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.286743197287997,-55.14863802183364,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4934,354.4958889574142,False,False,False,False,10744.196795520918,False,False,False,False
2022-01-11 00:00:00+00:00,12.4470974089,12.5132136307,12.0733970248,12.0733970248,18772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.4784245238713,-44.93452662100786,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13838,883.2607560571234,False,False,False,False,11059.012607461274,False,False,False,False
2022-01-12 00:00:00+00:00,12.6328935742,12.8339252167,12.5189628674,12.642571456,15250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.9714311244622,-36.400001042662275,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29088,1989.3289617019423,False,False,False,False,11223.365054227499,False,False,False,False
2022-01-13 00:00:00+00:00,12.6123879634,12.7234440519,12.6047223145,12.6491830781,10053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.72591491262122,-30.391462942100077,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19035,2657.7866494783366,False,False,False,False,11177.468385434264,False,False,False,False
2022-01-14 00:00:00+00:00,12.3225306142,12.6290607498,12.2267100029,12.5811504441,23402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.7623590895543,-28.59503534477806,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4367,2382.304820087029,False,False,False,False,11656.8617820839,False,False,False,False
