date,Open,High,Low,Close,Volume,aVWAP_peak_739,aVWAP_peak_697,aVWAP_peak_671,aVWAP_valley_848,aVWAP_valley_846,aVWAP_valley_841,aVWAP_valley_821,aVWAP_valley_804,aVWAP_valley_752,aVWAP_valley_750,aVWAP_valley_725,aVWAP_valley_708,aVWAP_valley_685,aVWAP_valley_631,aVWAP_valley_606,aVWAP_valley_554,aVWAP_valley_522,aVWAP_valley_434,aVWAP_valley_342,aVWAP_valley_306,aVWAP_valley_270,aVWAP_valley_251,aVWAP_valley_210,aVWAP_valley_165,aVWAP_valley_129,aVWAP_OB_bull_606,aVWAP_OB_bull_342,aVWAP_OB_bear_739,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,6.74,6.79,6.69,6.72,1795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1795.0,False,False,False,False
2025-03-13 15:00:00+00:00,6.725,6.755,6.665,6.745,1471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1471.0,22.8062015503876,False,False,False,False,1789.9767441860465,False,False,False,False
2025-03-13 16:00:00+00:00,6.75,6.775,6.695,6.725,6017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.2105263157894,-5.26315789473712,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4546.0,-48.028003124812216,False,False,False,False,1855.5119884622318,False,False,False,False
2025-03-13 17:00:00+00:00,6.72,6.725,6.67,6.69,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.21836506159023,-5.26315789473712,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4931.0,-123.73299532442752,False,False,False,False,1832.7133529821972,False,False,False,False
2025-03-13 18:00:00+00:00,6.69,6.815,6.685,6.795,5671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.58483635670765,-5.26315789473712,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,740.0,-110.34178609459144,False,False,False,False,1892.2216730910004,False,False,False,False
2025-03-13 19:00:00+00:00,6.79,6.915,6.775,6.905,9955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.05677588578835,-5.26315789473712,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10695.0,57.182892759588256,False,False,False,False,2017.2259882368762,False,False,False,False
2025-03-14 14:00:00+00:00,6.925,7.05,6.925,7.01,3912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.36796061428984,-5.26315789473712,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14607.0,282.76145256176517,False,False,False,False,2046.6023295045215,False,False,False,False
2025-03-14 15:00:00+00:00,7.015,7.08,6.985,7.0,6260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.94961407374731,-1.452674848652876,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8347.0,407.7884067856138,False,False,False,False,2111.9263243959244,False,False,False,False
2025-03-14 16:00:00+00:00,6.995,7.17,6.965,7.165,20693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.40696102341772,4.523960088298445,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29040.0,851.6986640447516,False,False,False,False,2400.0049860331965,False,False,False,False
2025-03-14 17:00:00+00:00,7.17,7.175,7.1,7.145,9062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,85.23067530323613,8.072967289399557,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19978.0,1148.2304677029724,False,False,False,False,2503.2917304357825,False,False,False,False
