date,Open,High,Low,Close,Volume,aVWAP_peak_888,aVWAP_valley_896,aVWAP_valley_876,aVWAP_valley_870,aVWAP_valley_847,aVWAP_valley_846,aVWAP_valley_834,aVWAP_valley_828,aVWAP_valley_819,aVWAP_valley_816,aVWAP_valley_806,aVWAP_valley_792,aVWAP_valley_787,aVWAP_valley_781,aVWAP_valley_767,aVWAP_valley_763,aVWAP_valley_752,aVWAP_valley_743,aVWAP_valley_742,aVWAP_valley_737,aVWAP_valley_730,aVWAP_valley_719,aVWAP_valley_714,aVWAP_valley_708,aVWAP_valley_697,aVWAP_valley_690,aVWAP_valley_683,aVWAP_valley_672,aVWAP_valley_656,aVWAP_valley_649,aVWAP_valley_642,aVWAP_valley_635,aVWAP_valley_634,aVWAP_valley_629,aVWAP_valley_618,aVWAP_valley_606,aVWAP_valley_600,aVWAP_valley_588,aVWAP_valley_569,aVWAP_valley_557,aVWAP_valley_546,aVWAP_valley_540,aVWAP_valley_533,aVWAP_valley_522,aVWAP_valley_516,aVWAP_valley_497,aVWAP_valley_483,aVWAP_valley_467,aVWAP_valley_441,aVWAP_valley_431,aVWAP_OB_bull_876,aVWAP_OB_bull_847,aVWAP_OB_bull_819,aVWAP_OB_bull_792,aVWAP_OB_bull_752,aVWAP_OB_bull_497,aVWAP_OB_bull_483,aVWAP_OB_bull_445,aVWAP_OB_bull_431,aVWAP_OB_bear_609,aVWAP_OB_bear_603,aVWAP_OB_bear_407,aVWAP_OB_bear_383,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,53.78,53.92,53.45,53.92,3021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3021.0,False,False,False,False
2024-12-30 16:00:00+00:00,53.93,54.42,53.87,54.36,1213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1213.0,18.8062015503876,False,False,False,False,2992.9689922480616,False,False,False,False
2024-12-30 17:00:00+00:00,54.33,54.56,54.27,54.56,2309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3522.0,73.1192836968932,False,False,False,False,2982.3648218256108,False,False,False,False
2024-12-30 18:00:00+00:00,54.51,54.8,54.44,54.8,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4432.0,140.69882968608866,False,False,False,False,2950.2351346655237,False,False,False,False
2024-12-30 19:00:00+00:00,54.79,54.79,54.565,54.72,2078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.49300043296296,46.843700389666665,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2354.0,175.01357651266093,False,False,False,False,2936.712109321872,False,False,False,False
2024-12-30 20:00:00+00:00,54.705,54.86,54.55,54.58,3894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,89.0370913573685,40.343802195653865,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1540.0,148.42421873727085,False,False,False,False,2951.553782045564,False,False,False,False
2024-12-31 15:00:00+00:00,54.61,54.71,54.385,54.47,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.81242540215642,33.50118136664385,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2916.0,100.91376573359221,False,False,False,False,2927.126591626253,False,False,False,False
2024-12-31 16:00:00+00:00,54.49,54.53,54.335,54.37,692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.78261255446702,27.05130844591322,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3608.0,43.41122672997062,False,False,False,False,2892.473466174683,False,False,False,False
2024-12-31 17:00:00+00:00,54.36,54.4,54.14,54.4,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.9850688609899,23.573932839379566,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-523.0,34.629657323304414,False,False,False,False,2895.4583736758505,False,False,False,False
2024-12-31 18:00:00+00:00,54.37,54.4,54.11,54.23,2519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.94954878302621,17.863317785720483,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3042.0,-13.07002728635922,False,False,False,False,2889.621809742892,False,False,False,False
