date,Close,High,Low,Open,Volume,aVWAP_peak_942,aVWAP_peak_894,aVWAP_peak_864,aVWAP_peak_843,aVWAP_peak_828,aVWAP_peak_809,aVWAP_peak_779,aVWAP_peak_759,aVWAP_peak_726,aVWAP_peak_692,aVWAP_peak_664,aVWAP_peak_636,aVWAP_peak_597,aVWAP_peak_585,aVWAP_peak_567,aVWAP_peak_497,aVWAP_peak_451,aVWAP_peak_426,aVWAP_peak_401,aVWAP_peak_381,aVWAP_peak_364,aVWAP_peak_323,aVWAP_peak_296,aVWAP_peak_265,aVWAP_peak_247,aVWAP_peak_212,aVWAP_peak_189,aVWAP_peak_164,aVWAP_valley_951,aVWAP_valley_922,aVWAP_valley_910,aVWAP_valley_875,aVWAP_valley_839,aVWAP_valley_819,aVWAP_OB_bear_759,aVWAP_OB_bear_726,aVWAP_OB_bear_636,aVWAP_OB_bear_597,aVWAP_OB_bear_451,aVWAP_OB_bear_212,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,11.6939618174,11.8381092666,11.4236853501,11.4417037813,1280215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1280215.0,False,False,False,False
2022-01-04 00:00:00+00:00,11.3696300567,11.8381092666,11.2930517243,11.7795493654,2614765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2614765,-102539.80392156863,False,False,False,False,1332550.2941176472,False,False,False,False
2022-01-05 00:00:00+00:00,11.3155747632,11.829100051,11.2750332931,11.5227867215,2560686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5175451,-301477.4978854287,False,False,False,False,1380712.4786620531,False,False,False,False
2022-01-06 00:00:00+00:00,12.3966806323,12.4822681803,11.6489157395,11.7299986797,3625561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.772097976273802,-26.375576855082347,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1549890,-350434.85090952954,False,False,False,False,1468745.7540086394,False,False,False,False
2022-01-07 00:00:00+00:00,12.5858741594,12.7480400398,12.0903673027,12.4056898479,2835344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.93307071702452,-11.159801730298291,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1285454,-286282.34695229307,False,False,False,False,1522337.842086732,False,False,False,False
2022-01-10 00:00:00+00:00,12.6399294529,12.7480400398,12.3336161233,12.4597451414,2119453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.29788295866885,-1.7291979518977598,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3404907,-141529.82354239922,False,False,False,False,1545754.1227892132,False,False,False,False
2022-01-11 00:00:00+00:00,13.4147219924,13.423731208,12.8020953332,12.8020953332,2901620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.95383476751078,6.224087576470453,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6306527,111335.14992985173,False,False,False,False,1598925.3336602245,False,False,False,False
2022-01-12 00:00:00+00:00,13.4417496391,13.784099831,13.3606666989,13.5768878728,2125506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.11423735273759,11.208986895683836,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8432033,437637.0264031909,False,False,False,False,1619575.5558696275,False,False,False,False
2022-01-13 00:00:00+00:00,13.6129247351,13.8381551245,13.3696759145,13.549860226,2580854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.23993671532574,14.755257667131815,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11012887,852352.7116422815,False,False,False,False,1657272.7497570931,False,False,False,False
2022-01-14 00:00:00+00:00,14.2705974721,14.3471758045,13.6669800285,13.7480629687,3282909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.6326457135049,18.08743436739853,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14295796,1379546.5660876823,False,False,False,False,1721023.1909430893,False,False,False,False
