date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_valley_822,aVWAP_valley_795,aVWAP_valley_769,aVWAP_valley_737,aVWAP_valley_665,aVWAP_valley_639,aVWAP_valley_559,aVWAP_valley_528,aVWAP_valley_491,aVWAP_valley_426,aVWAP_valley_372,aVWAP_valley_327,aVWAP_valley_281,aVWAP_valley_195,aVWAP_valley_145,aVWAP_OB_bull_737,aVWAP_OB_bull_441,aVWAP_OB_bull_281,aVWAP_OB_bull_145,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-06 15:00:00+00:00,57.36,58.05,57.36,57.845,3279.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3279.0,False,False,False,False
2025-03-06 16:00:00+00:00,57.87,58.02,57.36,57.37,2471.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2471.0,-38.310077519379846,False,False,False,False,3266.472868217054,False,False,False,False
2025-03-06 17:00:00+00:00,57.38,57.475,56.965,57.125,5274.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7745.0,-157.79364220900186,False,False,False,False,3297.5973198726033,False,False,False,False
2025-03-06 18:00:00+00:00,57.13,57.185,56.815,56.845,5628.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13373.0,-362.6805624848313,False,False,False,False,3333.7275939831056,False,False,False,False
2025-03-06 19:00:00+00:00,56.83,57.14,56.51,56.66,7398.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20771.0,-679.0886157796401,False,False,False,False,3396.739569270189,False,False,False,False
2025-03-06 20:00:00+00:00,56.645,57.065,56.585,56.785,14931.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.254781035388405,-46.17069706815044,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5840.0,-759.1027457675526,False,False,False,False,3575.565312382279,False,False,False,False
2025-03-07 15:00:00+00:00,56.76,56.91,56.13,56.315,5476.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.599488033804174,-45.21574763169955,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11316.0,-922.7755714145673,False,False,False,False,3605.0294160662743,False,False,False,False
2025-03-07 16:00:00+00:00,56.315,56.36,55.8,55.805,4300.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.667818472883228,-45.21574763169955,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15616.0,-1150.5775005399228,False,False,False,False,3615.8041538016805,False,False,False,False
2025-03-07 17:00:00+00:00,55.805,56.32,55.64,56.315,10705.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.631003593281076,-38.30581068875473,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4911.0,-1208.8786245625595,False,False,False,False,3725.714166921034,False,False,False,False
2025-03-07 18:00:00+00:00,56.315,56.6,56.255,56.435,6781.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.409063636248593,-32.70274658093809,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1870.0,-1161.14407224376,False,False,False,False,3773.0829395269097,False,False,False,False
