date,Close,High,Low,Open,Volume,aVWAP_peak_184,aVWAP_peak_175,aVWAP_peak_174,aVWAP_peak_149,aVWAP_peak_137,aVWAP_peak_116,aVWAP_valley_187,aVWAP_valley_181,aVWAP_valley_171,aVWAP_valley_161,aVWAP_valley_132,aVWAP_valley_124,aVWAP_valley_112,aVWAP_valley_107,aVWAP_valley_90,aVWAP_valley_69,aVWAP_valley_63,aVWAP_valley_53,aVWAP_valley_39,aVWAP_OB_bull_90,aVWAP_OB_bull_63,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,15.8932019268,16.1266134371,15.565081928,15.565081928,11603,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,11603.0,False,False,False,False
2022-01-07 00:00:00+00:00,15.8932019268,16.940017185,15.8932019268,16.1761249696,10727,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,11538.111111111111,False,False,False,False
2022-01-14 00:00:00+00:00,15.8861288508,16.0225684881,15.0515058746,16.0225684881,22978,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22978,-1702.074074074074,False,False,False,False,12385.510288065845,False,False,False,False
2022-01-21 00:00:00+00:00,15.4193058302,15.914421155,15.0444327986,15.4617442866,20554,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43532,-4800.587105624143,False,False,False,False,12990.583600060967,False,False,False,False
2022-01-28 00:00:00+00:00,15.9002750029,16.1407595892,15.4723539007,15.7588134815,24431,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.891090651126651,-35.92326586885684,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19101,-5859.876949651984,False,False,False,False,13838.021851908303,False,False,False,False
2022-02-04 00:00:00+00:00,15.8295442422,15.9639326875,15.5607673516,15.6173519601,20619,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.397528008343123,-27.547479194600758,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39720,-8368.034212640727,False,False,False,False,14340.316529544725,False,False,False,False
2022-02-11 00:00:00+00:00,15.3697942977,15.8295442422,15.3697942977,15.6668634926,8218,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.42973640118546,-26.461670889837542,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-47938,-11299.142789482154,False,False,False,False,13886.811601430301,False,False,False,False
2022-02-18 00:00:00+00:00,15.9002750029,16.4802672405,15.2778443088,15.3415019935,14349,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.886128850733334,,33.74118361733803,-20.22947777183165,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33589,-12950.243323594586,False,False,False,False,13921.047779102131,False,False,False,False
2022-02-25 00:00:00+00:00,16.2114903499,16.2468557303,15.0161404943,15.8507634704,7638,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.844831441359895,,41.135242674224344,-14.004043654306585,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25951,-13913.262336661654,False,False,False,False,13455.636832501974,False,False,False,False
2022-03-04 00:00:00+00:00,16.0700288285,16.2539288063,15.5607673516,15.9356403832,17415,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.91373827667342,,45.19666506160919,-10.97915742404701,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.02864937736456329,-0.02864937736456329,False,False,False,False,-43366,-16094.94660802005,False,False,False,False,13748.922993057384,False,False,False,False
2022-03-11 00:00:00+00:00,16.0771019046,16.248743562,15.5961327319,16.0700288285,23254,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.939083458767264,,48.14644194089535,-8.887797236807465,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.018016485832449407,-0.02333293159850635,False,False,False,False,-20112,-16392.506118537083,False,False,False,False,14453.00277134943,False,False,False,False
2022-03-18 00:00:00+00:00,17.1641657345,17.1641657345,15.7552737971,16.1986814119,54785,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.442042895525585,,55.16238324539122,-2.8028555150978036,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.342828178860669,0.15974762363108133,False,False,False,False,34673,-12609.876035682484,False,False,False,False,17440.55812161984,False,False,False,False
2022-03-25 00:00:00+00:00,16.6778477053,17.1641657345,16.6606120222,17.1570139987,20979,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.591187719328023,,56.92861664242652,-1.7215527069009156,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282820272821724,0.25128791317964927,False,False,False,False,13694,-10661.440773780078,False,False,False,False,17702.66492742578,False,False,False,False
2022-04-01 00:00:00+00:00,16.6706959696,17.1641657345,16.6635442339,16.6921511768,17000,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.723366561595988,,58.147174377019326,-0.9588759344148201,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428281980567273,0.2970580556181883,False,False,False,False,-3306,-10116.593309055626,False,False,False,False,17650.61567354239,False,False,False,False
2022-04-08 00:00:00+00:00,16.6277855553,16.9496136628,15.826719637,16.7994272126,28064,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.610972400565863,,58.745871095573634,-0.5996722681532489,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.0660889667428575,0.1815735111805229,False,False,False,False,-31370,-11690.91973060706,False,False,False,False,18421.97747550221,False,False,False,False
2022-04-15 00:00:00+00:00,16.2058331476,16.6420890267,16.1629227333,16.4489921622,24405,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.545370795198664,,56.75190586612638,-0.5996722681532489,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.07332538117849659,0.12744944617950973,False,False,False,False,-55775,-14956.407157969501,False,False,False,False,18865.164329168714,False,False,False,False
