date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_829,aVWAP_valley_870,aVWAP_valley_851,aVWAP_valley_811,aVWAP_valley_792,aVWAP_valley_744,aVWAP_valley_694,aVWAP_valley_642,aVWAP_valley_585,aVWAP_valley_562,aVWAP_valley_474,aVWAP_valley_450,aVWAP_valley_426,aVWAP_valley_386,aVWAP_valley_341,aVWAP_valley_280,aVWAP_valley_252,aVWAP_valley_180,aVWAP_valley_118,aVWAP_valley_101,aVWAP_valley_68,aVWAP_OB_bull_562,aVWAP_OB_bull_474,aVWAP_OB_bull_386,aVWAP_OB_bear_829,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-25 14:00:00+00:00,48.63,48.73,48.51,48.7,3033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3033.0,False,False,False,False
2025-03-25 15:00:00+00:00,48.695,48.705,48.58,48.585,5847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5847.0,-90.65116279069767,False,False,False,False,3076.627906976744,False,False,False,False
2025-03-25 16:00:00+00:00,48.585,48.705,48.565,48.69,8648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,16.89008042895403,-75.33512064343105,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2801.0,-45.81936181719847,False,False,False,False,3163.005768884081,False,False,False,False
2025-03-25 17:00:00+00:00,48.705,48.77,48.645,48.705,4619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.388346151065626,-62.39767345063521,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7420.0,69.92977557531624,False,False,False,False,3185.5793228548705,False,False,False,False
2025-03-25 18:00:00+00:00,48.705,48.705,48.62,48.665,6782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.37989507475807,-55.952762494006066,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,638.0,78.73706587647412,False,False,False,False,3241.337782965648,False,False,False,False
2025-03-25 19:00:00+00:00,48.665,48.79,48.665,48.78,16341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.633323452744506,-44.181218949988214,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16979.0,340.7566462504823,False,False,False,False,3444.4333212142424,False,False,False,False
2025-03-26 14:00:00+00:00,49.02,49.04,48.88,48.925,5992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.49275599514496,-31.883554259458393,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22971.0,691.6131323551259,False,False,False,False,3483.930479024874,False,False,False,False
2025-03-26 15:00:00+00:00,48.925,49.005,48.83,48.86,4910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.9059787649467,-26.396132781649897,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18061.0,960.9059520085348,False,False,False,False,3506.040084001232,False,False,False,False
2025-03-26 16:00:00+00:00,48.865,48.91,48.84,48.865,5055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.32655419386416,-21.478043260636,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23116.0,1304.3957822099528,False,False,False,False,3530.0549664198174,False,False,False,False
2025-03-26 17:00:00+00:00,48.86,48.895,48.67,48.745,5424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.30765761146172,-21.478043260636,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17692.0,1558.4671654315039,False,False,False,False,3559.4184553125333,False,False,False,False
