date,Close,High,Low,Open,Volume,aVWAP_peak_884,aVWAP_valley_889,aVWAP_valley_875,aVWAP_valley_861,aVWAP_valley_854,aVWAP_valley_833,aVWAP_valley_816,aVWAP_valley_797,aVWAP_valley_780,aVWAP_valley_768,aVWAP_valley_759,aVWAP_valley_753,aVWAP_valley_746,aVWAP_valley_738,aVWAP_valley_730,aVWAP_valley_722,aVWAP_valley_711,aVWAP_valley_705,aVWAP_valley_690,aVWAP_valley_672,aVWAP_valley_649,aVWAP_valley_637,aVWAP_valley_619,aVWAP_valley_610,aVWAP_valley_593,aVWAP_valley_576,aVWAP_valley_563,aVWAP_valley_554,aVWAP_valley_548,aVWAP_valley_535,aVWAP_valley_530,aVWAP_valley_511,aVWAP_valley_502,aVWAP_valley_484,aVWAP_valley_479,aVWAP_valley_475,aVWAP_valley_466,aVWAP_valley_456,aVWAP_valley_447,aVWAP_valley_431,aVWAP_valley_408,aVWAP_valley_401,aVWAP_valley_371,aVWAP_valley_357,aVWAP_valley_349,aVWAP_valley_341,aVWAP_valley_333,aVWAP_valley_316,aVWAP_valley_309,aVWAP_valley_301,aVWAP_valley_291,aVWAP_valley_285,aVWAP_valley_278,aVWAP_valley_270,aVWAP_valley_245,aVWAP_valley_241,aVWAP_valley_234,aVWAP_valley_228,aVWAP_valley_211,aVWAP_valley_196,aVWAP_valley_183,aVWAP_OB_bull_889,aVWAP_OB_bull_854,aVWAP_OB_bull_833,aVWAP_OB_bull_705,aVWAP_OB_bull_690,aVWAP_OB_bull_515,aVWAP_OB_bull_511,aVWAP_OB_bull_484,aVWAP_OB_bull_466,aVWAP_OB_bull_408,aVWAP_OB_bull_371,aVWAP_OB_bull_357,aVWAP_OB_bull_341,aVWAP_OB_bull_196,aVWAP_OB_bear_807,aVWAP_OB_bear_783,aVWAP_OB_bear_508,aVWAP_OB_bear_292,aVWAP_OB_bear_173,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,11.21,11.37,11.13,11.14,314954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,314954.0,False,False,False,False
2022-01-04 00:00:00+00:00,11.73,11.755,11.21,11.21,995923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,995923,39055.80392156863,False,False,False,False,341658.6666666667,False,False,False,False
2022-01-05 00:00:00+00:00,11.63,12.04,11.62,11.76,652980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,94.17989417989419,26.719576719576764,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,342943,50972.94886582084,False,False,False,False,353867.3464052288,False,False,False,False
2022-01-06 00:00:00+00:00,11.37,11.78,11.34,11.69,435250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.13651495682689,26.719576719576764,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92307,45354.12734167101,False,False,False,False,357058.82301678846,False,False,False,False
2022-01-07 00:00:00+00:00,11.09,11.45,11.08,11.41,372861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.24943743791697,36.38523495687939,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-465168,25333.6517596447,False,False,False,False,357678.5162318164,False,False,False,False
2022-01-10 00:00:00+00:00,10.89,11.09,10.76,11.0,397470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.59833518364909,25.919022270772516,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-862638,-9488.765956419797,False,False,False,False,359238.96657566674,False,False,False,False
2022-01-11 00:00:00+00:00,11.26,11.37,10.77,10.77,408827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,53.92706201802463,24.645398316641803,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-453811,-26913.16729146216,False,False,False,False,361183.59533740534,False,False,False,False
2022-01-12 00:00:00+00:00,11.38,11.46,11.2105,11.37,366362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,54.26071605716909,24.645398316641803,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-87449,-29287.12151532639,False,False,False,False,361386.67003005615,False,False,False,False
2022-01-13 00:00:00+00:00,11.58,11.865,11.44,11.52,553920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.568207623291386,24.645398316641803,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,466471,-9845.626553941041,False,False,False,False,368936.9966955441,False,False,False,False
2022-01-14 00:00:00+00:00,11.58,11.73,11.47,11.51,570621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.106535334039584,24.645398316641803,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,466471,8833.456840331157,False,False,False,False,376846.17329571885,False,False,False,False
