date,Open,High,Low,Close,Volume,aVWAP_peak_434,aVWAP_peak_423,aVWAP_peak_413,aVWAP_peak_399,aVWAP_peak_381,aVWAP_peak_369,aVWAP_peak_333,aVWAP_peak_321,aVWAP_peak_316,aVWAP_peak_310,aVWAP_peak_302,aVWAP_peak_295,aVWAP_peak_274,aVWAP_peak_264,aVWAP_peak_244,aVWAP_peak_231,aVWAP_peak_225,aVWAP_peak_213,aVWAP_peak_202,aVWAP_peak_189,aVWAP_peak_178,aVWAP_peak_172,aVWAP_peak_167,aVWAP_peak_154,aVWAP_peak_144,aVWAP_peak_136,aVWAP_peak_127,aVWAP_peak_119,aVWAP_peak_104,aVWAP_peak_97,aVWAP_peak_81,aVWAP_peak_70,aVWAP_peak_64,aVWAP_peak_57,aVWAP_peak_44,aVWAP_peak_35,aVWAP_valley_436,aVWAP_valley_422,aVWAP_valley_416,aVWAP_valley_406,aVWAP_valley_400,aVWAP_valley_388,aVWAP_valley_385,aVWAP_valley_366,aVWAP_OB_bull_424,aVWAP_OB_bull_406,aVWAP_OB_bull_388,aVWAP_OB_bull_366,aVWAP_OB_bear_333,aVWAP_OB_bear_321,aVWAP_OB_bear_302,aVWAP_OB_bear_295,aVWAP_OB_bear_274,aVWAP_OB_bear_64,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,15.69,15.73,15.055,15.07,6336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6336.0,False,False,False,False
2023-11-10 17:00:00+00:00,15.23,15.585,15.225,15.555,19141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19141.0,296.7596899224806,False,False,False,False,6534.527131782946,False,False,False,False
2023-11-13 17:00:00+00:00,15.58,15.645,15.45,15.455,25664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,93.72384937238495,28.03347280334731,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6523.0,191.02698155158944,False,False,False,False,6831.108106483985,False,False,False,False
2023-11-14 17:00:00+00:00,16.17,16.465,16.075,16.105,42930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,93.17534506514153,28.057733128141052,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36407.0,752.5149353259834,False,False,False,False,7390.780849019116,False,False,False,False
2023-11-15 17:00:00+00:00,16.63,16.7,16.43,16.57,15309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,93.64928173158225,29.455549969921506,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51716.0,1542.646486716278,False,False,False,False,7513.543936631223,False,False,False,False
2023-11-16 17:00:00+00:00,15.68,16.045,15.665,15.995,21278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.2949465045071,29.455549969921506,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30438.0,1990.6364636664134,False,False,False,False,7726.9463562183355,False,False,False,False
2023-11-17 17:00:00+00:00,16.48,16.67,16.435,16.54,11793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.88555166575324,29.455549969921506,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42231.0,2614.5180688808873,False,False,False,False,7789.985947594795,False,False,False,False
2023-11-20 17:00:00+00:00,16.675,16.705,16.485,16.645,10889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.05092214864239,42.06816173784753,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,53120.0,3397.548796495137,False,False,False,False,7838.03267708945,False,False,False,False
2023-11-21 17:00:00+00:00,16.18,16.505,16.145,16.42,12498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,75.09102854894215,37.60473662501158,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40622.0,3974.672070968081,False,False,False,False,7910.280232483411,False,False,False,False
2023-11-22 17:00:00+00:00,16.59,16.665,16.415,16.415,8296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.39029705404187,34.35126978815168,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32326.0,4414.227542736017,False,False,False,False,7916.260383917776,False,False,False,False
