date,Open,High,Low,Close,Volume,aVWAP_peak_888,aVWAP_peak_883,aVWAP_peak_870,aVWAP_peak_863,aVWAP_peak_851,aVWAP_peak_841,aVWAP_valley_885,aVWAP_valley_876,aVWAP_valley_869,aVWAP_valley_858,aVWAP_valley_852,aVWAP_valley_847,aVWAP_valley_828,aVWAP_valley_827,aVWAP_valley_818,aVWAP_valley_810,aVWAP_valley_806,aVWAP_valley_791,aVWAP_valley_778,aVWAP_valley_774,aVWAP_valley_756,aVWAP_valley_749,aVWAP_valley_737,aVWAP_valley_725,aVWAP_valley_714,aVWAP_valley_705,aVWAP_valley_684,aVWAP_valley_672,aVWAP_valley_666,aVWAP_valley_656,aVWAP_valley_644,aVWAP_valley_635,aVWAP_valley_634,aVWAP_valley_624,aVWAP_valley_618,aVWAP_valley_600,aVWAP_valley_594,aVWAP_valley_588,aVWAP_valley_583,aVWAP_valley_576,aVWAP_valley_575,aVWAP_valley_563,aVWAP_valley_558,aVWAP_valley_537,aVWAP_valley_522,aVWAP_valley_511,aVWAP_valley_504,aVWAP_valley_499,aVWAP_valley_498,aVWAP_valley_491,aVWAP_valley_483,aVWAP_valley_482,aVWAP_valley_478,aVWAP_valley_470,aVWAP_valley_460,aVWAP_valley_440,aVWAP_valley_431,aVWAP_valley_425,aVWAP_valley_424,aVWAP_valley_422,aVWAP_valley_414,aVWAP_valley_399,aVWAP_valley_390,aVWAP_valley_377,aVWAP_valley_372,aVWAP_valley_361,aVWAP_valley_354,aVWAP_valley_346,aVWAP_valley_329,aVWAP_valley_305,aVWAP_valley_296,aVWAP_valley_277,aVWAP_valley_264,aVWAP_valley_246,aVWAP_valley_240,aVWAP_valley_234,aVWAP_valley_224,aVWAP_valley_216,aVWAP_valley_209,aVWAP_valley_208,aVWAP_valley_191,aVWAP_valley_186,aVWAP_valley_179,aVWAP_valley_168,aVWAP_valley_163,aVWAP_valley_155,aVWAP_valley_149,aVWAP_valley_136,aVWAP_valley_127,aVWAP_valley_122,aVWAP_valley_113,aVWAP_valley_109,aVWAP_valley_108,aVWAP_valley_102,aVWAP_valley_95,aVWAP_valley_94,aVWAP_valley_89,aVWAP_valley_83,aVWAP_valley_72,aVWAP_valley_65,aVWAP_valley_64,aVWAP_valley_62,aVWAP_OB_bull_876,aVWAP_OB_bull_869,aVWAP_OB_bull_778,aVWAP_OB_bull_756,aVWAP_OB_bull_656,aVWAP_OB_bull_635,aVWAP_OB_bull_594,aVWAP_OB_bull_537,aVWAP_OB_bull_431,aVWAP_OB_bull_155,aVWAP_OB_bull_136,aVWAP_OB_bull_65,aVWAP_OB_bull_1,aVWAP_OB_bear_851,aVWAP_OB_bear_743,aVWAP_OB_bear_426,aVWAP_OB_bear_384,aVWAP_OB_bear_114,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,2.925,2.935,2.885,2.895,8854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,8854.0,False,False,False,False
2024-12-30 16:00:00+00:00,2.895,2.915,2.885,2.91,18303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9033333333333333,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18303.0,283.7674418604651,False,False,False,False,9000.496124031008,False,False,False,False
2024-12-30 17:00:00+00:00,2.915,2.965,2.91,2.965,11565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.920112160171421,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29868.0,742.4377140796827,False,False,False,False,9040.25587404603,False,False,False,False
2024-12-30 18:00:00+00:00,2.965,3.01,2.955,2.995,22007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9483466666666667,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51875.0,1535.190617737362,False,False,False,False,9241.29066669648,False,False,False,False
2024-12-30 19:00:00+00:00,2.995,3.0,2.98,2.985,44811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.966879262078619,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.32319564230588,46.69087607807529,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7064.0,1620.9085926561625,False,False,False,False,9792.759028453122,False,False,False,False
2024-12-30 20:00:00+00:00,2.985,2.985,2.915,2.915,39395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9586153099991916,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.08606973933057,32.29807102685916,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32331.0,1094.5224129250591,False,False,False,False,10251.708500880206,False,False,False,False
2024-12-31 15:00:00+00:00,3.02,3.05,3.005,3.015,19999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9669078250469845,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,76.72869569535331,30.368319680904364,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12332.0,886.3592747401744,False,False,False,False,10402.829299316172,False,False,False,False
2024-12-31 16:00:00+00:00,3.015,3.015,2.98,2.985,5744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9678458077911807,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.54707422666623,26.472953926398304,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18076.0,592.3692084651329,False,False,False,False,10330.599387698867,False,False,False,False
2024-12-31 17:00:00+00:00,2.985,3.0,2.975,2.985,4413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9683454345302187,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.09265991420817,23.990149514272645,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18076.0,302.9371277137355,False,False,False,False,10238.853660757799,False,False,False,False
2024-12-31 18:00:00+00:00,2.985,2.99,2.975,2.985,3648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96866727492127,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.78971703923612,22.303431679007957,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18076.0,17.992366043755112,False,False,False,False,10136.66988307163,False,False,False,False
