date,Open,High,Low,Close,Volume,aVWAP_peak_851,aVWAP_valley_875,aVWAP_valley_825,aVWAP_valley_734,aVWAP_valley_716,aVWAP_valley_657,aVWAP_valley_614,aVWAP_valley_570,aVWAP_valley_503,aVWAP_valley_499,aVWAP_valley_460,aVWAP_valley_413,aVWAP_valley_412,aVWAP_valley_377,aVWAP_valley_373,aVWAP_valley_372,aVWAP_valley_307,aVWAP_valley_264,aVWAP_valley_234,aVWAP_valley_202,aVWAP_valley_172,aVWAP_valley_171,aVWAP_valley_129,aVWAP_valley_77,aVWAP_OB_bull_875,aVWAP_OB_bull_825,aVWAP_OB_bull_716,aVWAP_OB_bull_657,aVWAP_OB_bull_614,aVWAP_OB_bull_413,aVWAP_OB_bull_307,aVWAP_OB_bull_202,aVWAP_OB_bull_129,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-21 14:00:00+00:00,1.305,1.315,1.305,1.315,5483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5483.0,False,False,False,False
2025-03-21 15:00:00+00:00,1.315,1.315,1.305,1.305,18625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18625.0,-288.7596899224806,False,False,False,False,5686.751937984496,False,False,False,False
2025-03-21 16:00:00+00:00,1.305,1.325,1.305,1.325,11613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.076923076923073,-84.61538461538461,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7012.0,-392.99597379965144,False,False,False,False,5778.631752899466,False,False,False,False
2025-03-21 17:00:00+00:00,1.325,1.325,1.305,1.315,15181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.99361192440777,-74.28267234495607,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22193.0,-730.9805323453933,False,False,False,False,5924.404904017303,False,False,False,False
2025-03-21 18:00:00+00:00,1.315,1.325,1.31,1.315,3756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.93807115606424,-65.77535267500666,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22193.0,-1063.7250202160071,False,False,False,False,5890.786223334864,False,False,False,False
2025-03-21 19:00:00+00:00,1.315,1.325,1.3,1.305,58612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.552094530004965,-62.411159329921524,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-80805.0,-2300.023857111883,False,False,False,False,6708.169382663005,False,False,False,False
2025-03-24 14:00:00+00:00,1.325,1.325,1.295,1.305,27618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.294776779298786,-58.29556991976885,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-80805.0,-3517.1552701799155,False,False,False,False,7032.352803086835,False,False,False,False
2025-03-24 15:00:00+00:00,1.305,1.305,1.295,1.295,2159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.071606276189975,-57.21878302227617,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-82964.0,-4748.889296998832,False,False,False,False,6956.796945674636,False,False,False,False
2025-03-24 16:00:00+00:00,1.295,1.305,1.295,1.295,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.922825940784108,-55.17885308289902,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-82964.0,-5961.526672239161,False,False,False,False,6850.629551168052,False,False,False,False
2025-03-24 17:00:00+00:00,1.295,1.31,1.295,1.31,23219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.231982468578394,-45.33577047107571,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59745.0,-6795.378971894367,False,False,False,False,7104.40273642126,False,False,False,False
2025-03-24 18:00:00+00:00,1.31,1.315,1.295,1.31,45255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.43808682044126,-37.94585374303439,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59745.0,-7616.303328919261,False,False,False,False,7695.88486453876,False,False,False,False
