date,Close,High,Low,Open,Volume,aVWAP_peak_249,aVWAP_peak_238,aVWAP_valley_246,aVWAP_valley_230,aVWAP_valley_222,aVWAP_valley_202,aVWAP_valley_193,aVWAP_valley_177,aVWAP_valley_172,aVWAP_valley_153,aVWAP_valley_124,aVWAP_valley_111,aVWAP_valley_89,aVWAP_valley_80,aVWAP_valley_71,aVWAP_valley_61,aVWAP_valley_55,aVWAP_valley_48,aVWAP_valley_42,aVWAP_valley_34,aVWAP_valley_29,aVWAP_valley_14,aVWAP_OB_bull_202,aVWAP_OB_bull_177,aVWAP_OB_bull_153,aVWAP_OB_bull_89,aVWAP_OB_bull_55,aVWAP_OB_bull_9,aVWAP_OB_bear_238,aVWAP_OB_bear_73,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-07-23 00:00:00+00:00,2.65,2.785,2.65,2.785,3183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3183.0,False,False,False,False
2024-07-24 00:00:00+00:00,2.63,2.79,2.63,2.79,2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2284,-89.56862745098039,False,False,False,False,3147.745098039216,False,False,False,False
2024-07-25 00:00:00+00:00,2.56,2.63,2.55,2.55,6185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8469,-418.17377931564783,False,False,False,False,3266.853133410227,False,False,False,False
2024-07-26 00:00:00+00:00,2.675,2.7,2.59,2.6,2527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.641470816571385,-31.995318418142897,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5942,-634.7944154209166,False,False,False,False,3237.8392850411988,False,False,False,False
2024-07-29 00:00:00+00:00,2.75,2.87,2.65,2.87,8459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,36.80391528654925,-17.35427047713938,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2517,-511.1946344240179,False,False,False,False,3442.590685627819,False,False,False,False
2024-07-30 00:00:00+00:00,2.62,2.85,2.62,2.85,3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.67125086024808,-16.361344186267388,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1444,-547.775236995625,False,False,False,False,3462.920462662022,False,False,False,False
2024-07-31 00:00:00+00:00,2.67,2.77,2.67,2.76,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.997646810756,-13.529582260083899,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,388,-511.0781688781496,False,False,False,False,3398.96279745959,False,False,False,False
2024-08-01 00:00:00+00:00,2.74,2.8,2.74,2.79,3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.55999913055134,-9.259609898529028,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3427,-356.6437308829281,False,False,False,False,3384.84660932392,False,False,False,False
2024-08-02 00:00:00+00:00,2.6601,2.7,2.63,2.7,11365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.71558222717269,-9.259609898529028,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7938,-653.9518198679114,False,False,False,False,3697.7938011151386,False,False,False,False
2024-08-05 00:00:00+00:00,2.56,2.6795,2.55,2.6,12280,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5965000000000003,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.56975956982707,-9.259609898529028,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20218,-1421.169395559366,False,False,False,False,4034.350906953761,False,False,False,False
