date,Open,High,Low,Close,Volume,aVWAP_peak_434,aVWAP_peak_412,aVWAP_peak_406,aVWAP_peak_399,aVWAP_peak_386,aVWAP_peak_373,aVWAP_peak_360,aVWAP_peak_355,aVWAP_peak_340,aVWAP_peak_329,aVWAP_peak_321,aVWAP_peak_311,aVWAP_valley_443,aVWAP_valley_422,aVWAP_valley_410,aVWAP_valley_406,aVWAP_valley_401,aVWAP_valley_391,aVWAP_valley_377,aVWAP_valley_368,aVWAP_valley_347,aVWAP_valley_336,aVWAP_valley_326,aVWAP_valley_318,aVWAP_valley_289,aVWAP_valley_278,aVWAP_valley_257,aVWAP_valley_226,aVWAP_valley_219,aVWAP_valley_214,aVWAP_valley_208,aVWAP_valley_194,aVWAP_valley_171,aVWAP_valley_161,aVWAP_valley_154,aVWAP_valley_144,aVWAP_valley_134,aVWAP_valley_128,aVWAP_valley_116,aVWAP_valley_103,aVWAP_valley_83,aVWAP_valley_75,aVWAP_valley_69,aVWAP_valley_59,aVWAP_valley_49,aVWAP_valley_41,aVWAP_valley_36,aVWAP_valley_24,aVWAP_valley_19,aVWAP_valley_8,aVWAP_OB_bull_377,aVWAP_OB_bull_347,aVWAP_OB_bull_257,aVWAP_OB_bull_226,aVWAP_OB_bull_83,aVWAP_OB_bull_69,aVWAP_OB_bull_49,aVWAP_OB_bull_19,aVWAP_OB_bear_406,aVWAP_OB_bear_386,aVWAP_OB_bear_217,aVWAP_OB_bear_178,aVWAP_OB_bear_44,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,9.23,9.28,9.155,9.195,43570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,43570.0,False,False,False,False
2023-11-10 17:00:00+00:00,9.36,9.4,9.275,9.34,33092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33092.0,513.0542635658915,False,False,False,False,43407.5503875969,False,False,False,False
2023-11-13 17:00:00+00:00,9.275,9.32,9.155,9.305,40331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,92.88135593220335,25.08474576271172,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7239.0,392.86737575866835,False,False,False,False,43359.851931975245,False,False,False,False
2023-11-14 17:00:00+00:00,9.46,9.63,9.395,9.595,22104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,92.87395958907068,25.78847419204544,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14865.0,617.2415249717122,False,False,False,False,43030.303840006636,False,False,False,False
2023-11-15 17:00:00+00:00,9.55,9.56,9.395,9.505,43525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.03213627228729,25.78847419204544,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28660.0,163.3308036543213,False,False,False,False,43037.97354791351,False,False,False,False
2023-11-16 17:00:00+00:00,9.445,9.59,9.445,9.515,24923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,83.32681837725093,25.78847419204544,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3737.0,102.86055863642484,False,False,False,False,42757.12124484508,False,False,False,False
2023-11-17 17:00:00+00:00,9.495,9.56,9.445,9.555,29709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.61041895231378,25.78847419204544,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25972.0,503.93248795989115,False,False,False,False,42554.82479143664,False,False,False,False
2023-11-20 17:00:00+00:00,9.645,9.685,9.61,9.635,20367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.73491708967771,25.78847419204544,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46339.0,1214.553689696947,False,False,False,False,42210.82750784847,False,False,False,False
2023-11-21 17:00:00+00:00,9.495,9.56,9.355,9.355,18963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.423333333333334,,,,,,,,,,,,,,,,9.423333333333334,"rgba(38, 166, 154, 0.5)",,,,70.69116402200017,34.36532048854207,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27376.0,1620.1575084613355,False,False,False,False,41850.39607361826,False,False,False,False
2023-11-22 17:00:00+00:00,9.7,9.8,9.625,9.8,12211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54802597249845,,,,,,,,,,,,,,,,9.54802597249845,"rgba(38, 166, 154, 0.5)",,,,70.54620557723146,33.56920688202999,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39587.0,2208.7907253844155,False,False,False,False,41390.87055309705,False,False,False,False
