date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_179,aVWAP_peak_175,aVWAP_peak_143,aVWAP_peak_135,aVWAP_peak_123,aVWAP_peak_115,aVWAP_peak_106,aVWAP_peak_71,aVWAP_peak_67,aVWAP_peak_45,aVWAP_peak_32,aVWAP_peak_23,aVWAP_peak_14,aVWAP_valley_195,aVWAP_valley_179,aVWAP_valley_171,aVWAP_valley_155,aVWAP_OB_bear_123,aVWAP_OB_bear_71,aVWAP_OB_bear_32,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.5466054581,11.6105313014,11.23794772,11.3248187143,6092172,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6092172.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.3308557367,11.5625869189,11.20300405,11.5466054581,9346200,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9346200,-692311.1111111111,False,False,False,False,6333211.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,11.0591709024,11.3148742759,11.0032357895,11.298892815,18809245,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28155445,-2726617.3251028806,False,False,False,False,7257361.769547326,False,False,False,False
2022-01-21 00:00:00+00:00,11.20300405,11.5146425364,11.0272079807,11.0991245545,9697215,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.020645900044675,-43.363295672614015,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18458230,-3891921.967687852,False,False,False,False,7438091.638469745,False,False,False,False
2022-01-28 00:00:00+00:00,11.1790318587,11.1790318587,10.7874860681,11.051180172,13255775,,,,,,,,,,,,,,,,,,,,,,,,#000000,,11.048516595166667,,11.740282934935376,-39.18971996756292,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31714005,-5952817.007118382,False,False,False,False,7869031.146731246,False,False,False,False
2022-02-04 00:00:00+00:00,11.2189855108,11.4906703451,11.1071152849,11.1630503979,7732720,,,,,,,,,,,,,,,,,,,,,,,,#000000,,11.130948530671578,,16.63675219352308,-34.96457328186115,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23981285,-7288259.080665168,False,False,False,False,7858934.024751154,False,False,False,False
2022-02-11 00:00:00+00:00,11.1710411283,11.4427259626,11.1151060154,11.1950133196,9007597,,,,,,,,,,,,,,,,,,,,,,,,#000000,,11.164584028140087,,19.45456801194709,-32.7898174003201,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32988882,-9192008.926541822,False,False,False,False,7944020.171065884,False,False,False,False
2022-02-18 00:00:00+00:00,11.1230967458,11.3068835455,11.051180172,11.1230967458,7449159,,,,,,,,,,,,,,,,,,,,,,,,#000000,,11.163749058103498,,20.853263873295127,-31.92488696099889,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-40438041,-11506529.820872057,False,False,False,False,7907363.788023967,False,False,False,False
2022-02-25 00:00:00+00:00,11.3947815801,11.4267445018,10.8594026419,11.1230967458,8829407,,,,,,,,,,,,,,,,,,,,,,,,#000000,,11.175813080999381,,28.983703274806587,-24.604336508711032,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31608634,-12995574.574881535,False,False,False,False,7975663.285207378,False,False,False,False
2022-03-04 00:00:00+00:00,11.7463737186,11.7623551794,11.3148742759,11.3148742759,12538400,,,,,,,,,,,,,,,,,,,,,,,,#000000,,11.2679231349221,,39.33709701527993,-15.381152093551677,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282812104909144,0.34282812104909144,False,False,False,False,-19070234,-13445549.347112533,False,False,False,False,8313643.782599424,False,False,False,False
