date,Close,High,Low,Open,Volume,aVWAP_peak_196,aVWAP_valley_171,aVWAP_valley_162,aVWAP_valley_136,aVWAP_valley_130,aVWAP_valley_122,aVWAP_valley_113,aVWAP_valley_95,aVWAP_OB_bull_171,aVWAP_OB_bull_136,aVWAP_OB_bull_95,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,89.3439256125,89.9079236575,88.0539459661,88.3154585891,2442102,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2442102.0,False,False,False,False
2022-01-07 00:00:00+00:00,93.8724981509,94.0798503734,89.6093364572,89.6093364572,3203618,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3203618,237305.03703703702,False,False,False,False,2498510.5925925924,False,False,False,False
2022-01-14 00:00:00+00:00,97.8951312666,98.4093647783,92.6781493496,93.9305567732,2824165,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6027783,666229.330589849,False,False,False,False,2522633.141289437,False,False,False,False
2022-01-21 00:00:00+00:00,94.5609075295,99.6368899352,93.8476158842,99.089480068,4610323,,,,,,,,,,,,,,#000000,,,,91.36602883144893,41.83819912972906,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1417460,721876.0468424528,False,False,False,False,2677276.834527257,False,False,False,False
2022-01-28 00:00:00+00:00,93.7729690842,97.0906046435,90.9529788587,92.3380917047,5498724,,,,,,,,,,,,,,#000000,,,,83.78184209394003,35.02290032813778,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4081264,366087.8952244934,False,False,False,False,2886272.9208585713,False,False,False,False
2022-02-04 00:00:00+00:00,97.2980996198,98.2355899121,93.0626524065,93.4142112661,6889573,,,,,,,,,,,,,,#000000,,,,80.9187178747527,32.88564150571486,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2808309,546993.1622449013,False,False,False,False,3182813.66746164,False,False,False,False
2022-02-11 00:00:00+00:00,98.9135962842,101.1694323,97.3818041102,98.0179582371,3993230,,,,,,,,,,,,,,#000000,,99.15494423146666,,79.70528731811709,32.26357794530921,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6801539,1010292.8539304641,False,False,False,False,3242844.506908926,False,False,False,False
2022-02-18 00:00:00+00:00,96.0927549583,99.2567846948,95.9253459776,98.7210759563,3540917,,,,,,,,,,,,,,#000000,,98.18522203256985,,75.0735439505006,28.297925108547943,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3260622,1176983.9017874668,False,False,False,False,3264923.9508415987,False,False,False,False
2022-02-25 00:00:00+00:00,95.7411960987,96.9967634544,90.7189266758,95.3812667901,5482101,,,,,,,,,,,,,,#000000,,95.55633973756682,,71.35815728593202,25.24531825928949,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2221479,925245.9090624694,False,False,False,False,3429159.287816295,False,False,False,False
2022-03-04 00:00:00+00:00,96.1848298977,98.5285556284,93.9164382084,93.9164382084,5136671,,,,,,,,,,,,,,#000000,,95.91438079606978,,69.02335870446134,23.484907881131093,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.13507765144270079,0.13507765144270079,False,False,False,False,2915192,1072649.3232059903,False,False,False,False,3555641.6368669397,False,False,False,False
