date,Open,High,Low,Close,Volume,aVWAP_peak_846,aVWAP_peak_816,aVWAP_peak_786,aVWAP_peak_744,aVWAP_peak_720,aVWAP_peak_695,aVWAP_peak_662,aVWAP_peak_635,aVWAP_peak_590,aVWAP_peak_570,aVWAP_peak_525,aVWAP_peak_486,aVWAP_peak_473,aVWAP_peak_437,aVWAP_peak_414,aVWAP_peak_391,aVWAP_peak_377,aVWAP_peak_363,aVWAP_peak_349,aVWAP_peak_330,aVWAP_peak_297,aVWAP_peak_259,aVWAP_valley_852,aVWAP_valley_839,aVWAP_valley_802,aVWAP_OB_bear_695,aVWAP_OB_bear_486,aVWAP_OB_bear_414,aVWAP_OB_bear_259,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,125.735,132.03,123.99,129.03,4669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4669.0,False,False,False,False
2025-04-14 15:00:00+00:00,129.03,130.04,126.52,127.88,2516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2516.0,-39.007751937984494,False,False,False,False,4635.62015503876,False,False,False,False
2025-04-14 16:00:00+00:00,127.03,128.44,122.125,122.125,3196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5712.0,-126.96112012499248,False,False,False,False,4613.3004627125765,False,False,False,False
2025-04-14 17:00:00+00:00,121.81,123.21,121.8,122.665,1894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,2.742147827722429,-47.532066955049814,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3818.0,-184.18652911530268,False,False,False,False,4571.140765616257,False,False,False,False
2025-04-14 18:00:00+00:00,122.665,124.68,122.665,124.22,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,11.007365313088671,-40.25790008788354,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3122.0,-229.73402478793363,False,False,False,False,4511.061063823758,False,False,False,False
2025-04-14 19:00:00+00:00,124.22,126.55,124.22,125.15,1942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.51311435828432,-33.18638772681655,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1180.0,-244.46683060517495,False,False,False,False,4471.230659733467,False,False,False,False
2025-04-15 14:00:00+00:00,128.44,129.22,124.81,126.87,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.52352423013282,-24.986950236591206,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-350.0,-246.10300377408694,False,False,False,False,4414.777471210467,False,False,False,False
2025-04-15 15:00:00+00:00,126.48,128.09,126.29,126.29,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.00485044071837,-21.03235999263407,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-762.0,-254.10140681634914,False,False,False,False,4352.718905765344,False,False,False,False
2025-04-15 16:00:00+00:00,126.29,127.86,125.41,125.41,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,36.97804306257039,-19.992109234275336,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-945.0,-264.8130129122197,False,False,False,False,4288.072101024796,False,False,False,False
2025-04-15 17:00:00+00:00,124.765,127.14,124.5,127.14,1056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.13855633309793,-15.66592399156243,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,111.0,-258.98645457249535,False,False,False,False,4237.962456047668,False,False,False,False
