date,Close,High,Low,Open,Volume,aVWAP_OB_bear_2,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,9.76,11.219,9.64,11.06,570183,,#000000,,,,,,False,False,False,False,False,,10.4295,10.4295,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,570183.0,False,False,False,False
2022-01-04 00:00:00+00:00,10.38,10.5701,9.84,9.84,280612,,#000000,,,,100.0,,False,False,True,False,False,,10.20505,10.4295,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,280612,11004.392156862745,False,False,False,False,558827.274509804,False,False,False,False
2022-01-05 00:00:00+00:00,10.35,10.93,10.18,10.34,357877,10.486666666666666,#000000,,,,99.11648453847938,46.465938153917534,False,False,True,False,True,,10.20505,10.555,-1,-1.0,10.93,10.18,0.0,0,,,False,False,False,False,,,False,False,False,False,-77265,7542.84736639754,False,False,False,False,550946.871587851,False,False,False,False
2022-01-06 00:00:00+00:00,10.14,10.33,9.6,10.25,274382,10.28559348832256,#000000,,,,93.82352869357979,46.60635828964301,False,False,True,False,False,,9.965,10.555,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-351647,-6543.029000912167,False,False,False,False,540101.1903491117,False,False,False,False
2022-01-07 00:00:00+00:00,9.5,10.3,9.44,10.16,216579,10.14808758954398,#000000,,,,83.64523996030425,36.81273932372122,False,False,True,False,False,,9.870000000000001,10.555,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-568226,-28569.812177346983,False,False,False,False,527414.0456295387,False,False,False,False
2022-01-10 00:00:00+00:00,9.26,9.48,8.92,9.34,277029,9.919723869101174,#000000,,,,74.25881665622195,27.98781623668374,False,False,True,False,False,,9.2,10.555,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-845255,-60596.68228803926,False,False,False,False,517595.0242323019,False,False,False,False
2022-01-11 00:00:00+00:00,9.38,9.43,8.93,9.25,198079,9.819026032783814,#000000,,,,67.50739138171876,21.85645890041735,False,False,False,False,False,,9.18,10.555,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-647176,-83599.79278654752,False,False,False,False,505064.9840663293,False,False,False,False
2022-01-12 00:00:00+00:00,9.87,9.97,9.39,9.39,144745,9.811566233696082,#000000,,,,64.77929372715464,19.668968530274967,False,False,False,False,False,,9.18,10.555,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-502431,-100024.54601060449,False,False,False,False,490934.7886127478,False,False,False,False
2022-01-13 00:00:00+00:00,9.96,10.09,9.7301,9.92,131988,9.82105987704801,#000000,,,,62.93815377684683,18.27205793082679,False,False,False,False,False,,9.18,10.555,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-370443,-110629.1912650906,False,False,False,False,476858.44396126753,False,False,False,False
2022-01-14 00:00:00+00:00,10.17,10.2048,9.64,9.81,98379,9.831706533463445,#000000,,,,62.25883310976372,17.919603616412687,False,False,True,False,False,,9.18,10.555,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-272064,-116959.96807822431,False,False,False,False,462016.11282553157,False,False,False,False
