date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-27 00:00:00+00:00,37.3878323202,38.2099731357,37.2410214603,37.7793279466,634574,,#000000,,,,,,False,False,False,False,False,,37.72549729799999,37.72549729799999,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,634574.0,False,False,False,False
2025-01-03 00:00:00+00:00,38.5133822461,39.7123376019,37.2116592884,37.5933675241,1866723,,#000000,,,,100.0,,False,False,True,False,False,,37.72549729799999,38.46199844515,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1866723,138275.77777777778,False,False,False,False,725844.2962962963,False,False,False,False
2025-01-10 00:00:00+00:00,37.2312340697,40.6666081913,36.8593132246,38.4546579021,2472573,,#000000,,,,87.78554778580522,1.1421911432208844,False,False,True,False,True,,37.72549729799999,38.76296070795,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-605850,83155.34979423869,False,False,False,False,855231.6076817558,False,False,False,False
2025-01-17 00:00:00+00:00,38.8167913566,39.6341363506,36.6342032394,37.1137853818,1879267,,#000000,,,,83.43243312068262,1.1421911432208844,False,False,True,False,True,,37.72549729799999,38.76296070795,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1273417,171322.87943910988,False,False,False,False,931086.0811868109,False,False,False,False
2025-01-24 00:00:00+00:00,41.8900320237,42.3402519941,39.2180743736,39.3453104522,2119271,41.149452797133335,#000000,,41.149452797133335,,83.34502220571606,1.1421911432208844,False,False,True,False,True,,40.77916318385,40.77916318385,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3392688,409942.5179991758,False,False,False,False,1019099.7788766767,False,False,False,False
2025-01-31 00:00:00+00:00,40.8329938325,42.0759924463,39.0810509044,41.8606698517,2695406,40.877314933782756,#000000,,40.877314933782756,,80.56909436730584,1.1421911432208844,False,False,True,False,True,,40.578521675350004,40.77916318385,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,697282,431226.924073311,False,False,False,False,1143270.610070997,False,False,False,False
2025-02-07 00:00:00+00:00,40.5687342847,41.5474733506,38.9244526538,39.2767987176,2259587,40.707891146508324,#000000,,40.707891146508324,,77.81454675113358,1.1421911432208844,False,False,True,False,True,,40.2359630022,40.77916318385,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1562305,283557.8926604731,False,False,False,False,1225960.7130287008,False,False,False,False
2025-02-14 00:00:00+00:00,40.4512855967,41.5959209344,38.9048778725,40.7546947072,2426181,40.60815943012488,#000000,,40.60815943012488,,75.40410454324588,1.1421911432208844,False,False,True,False,True,,40.2359630022,40.77916318385,-1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-3988486,-32889.8030921545,False,False,False,False,1314865.9194710192,False,False,False,False
2025-02-21 00:00:00+00:00,41.3908751001,42.0759924463,40.1385784652,40.5491595033,2600765,40.735746630509325,#000000,,40.735746630509325,,74.49586178814488,1.1421911432208844,False,False,True,False,True,,49.761455322225004,40.77916318385,1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1387721,-133247.66952977268,False,False,False,False,1410117.7032139066,False,False,False,False
2025-02-28 00:00:00+00:00,39.60957,41.8117328984,38.8853030912,41.5474733506,3578974,40.591141199039924,#000000,,40.591141199039924,,70.44515874598414,1.1421911432208844,True,False,True,False,True,,49.162344671412505,40.77916318385,-1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-4966695,-491280.8051201599,False,False,False,False,1570773.7251980617,False,False,False,False
